Campaign;Campaign ID;Campaign type;Currency code;Audience segment;Clicks;Impr.;Cost
McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;77;39,446;135.92
McDonald's Happy Meal Playmobil December 2025 (YT) - Bumper;23351985054;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;77;143,404;258.49
DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;Demand Gen;EUR;Facial Hair Removal;76;2,749;8.18
Zott Monte Jan - Feb 2025 (YT) - Trueview - CPV;22125482779;In-stream video;EUR;Parental Status › Parents › Parents of Primary-Schoolers (5-11 years);75;44,584;70.58
McDonald's Maestro II April - June 2025 (YT) - Bumper;22456877969;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;75;282,755;160.09
DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.05.-30.06.2025;22545560319;Demand Gen;EUR;Shoppers › Value Shoppers;75;5,553;2.57
McDonald's 1+1 May-Aug 2025 (YT) - Bumper;22577658432;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;75;214,016;156.02
Nissan QQ July 2025 (DN) - CPM;22763308746;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Hybrid & Alternative Vehicles;75;105,761;23.25
McDonald's McCrispy AO Aug - Sep 2025 (YT) - CPV;22886402763;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;75;25,821;106.48
McDonald's Trust II October 2025 (YT) - Bumper;23084692753;In-stream video;EUR;Food & Drink;75;166,717;100.12
DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;Demand Gen;EUR;Luxury Resorts;75;1,486;4.43
McDonald's HM Lil McD's July 2025 (YT) - CPV;22784870398;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;74;37,810;109.69
McDonald's HM Pokemon Jan Feb 2025 (YT) - Bumper;22165469401;In-stream video;EUR;Travel › Travel Buffs › Family Holidayers;73;92,336;64.21
McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - Bumper;22082586423;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;72;336,511;134.92
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;22133482768;In-stream video;EUR;Clothing & Accessories › Activewear;72;86,471;122.46
McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper;22452503269;In-stream video;EUR;Shoppers;72;93,341;112.25
McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - CPV;22684510476;In-stream video;EUR;All Users of McDonald's - GA4;72;19,113;56.55
Zott Monte Aug - Sep 2025 (YT) - TrueView - CPV;22946567491;In-stream video;EUR;Food & Dining › Foodies;72;39,297;154.98
Zott Protein Apr - Jun 2025 (DN) - CPM;22426125246;Display;EUR;Food & Dining;71;89,743;22.87
McDonald's McDelivery May - June AO 2025 (YT) - Bumper;22503142066;In-stream video;EUR;Shoppers;71;102,454;125.13
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Awareness_1.11.-15.12.2025.;23214557439;Display;EUR;Business Services › Business Technology;71;84,728;12.61
McDonald's 1+1 January 2025 (YT) - CPV;22101473486;In-stream video;EUR;Food & Dining › Fast Food Cravers;70;31,934;71.16
VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22306114256;In-stream video;EUR;Shoppers › Shopping Enthusiasts;70;59,117;40.09
McDonald's McDelivery May - June AO 2025 (YT) - CPV;22503135265;In-stream video;EUR;Food & Dining › Foodies;70;85,713;309.2
McDonald's McCrispy July 2025 (YT) - Bumper;22742489014;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;70;165,081;102.94
DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23025722586;Demand Gen;EUR;Beauty & Wellness › Frequently Visits Salons;70;4,275;14.62
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;22133482768;In-stream video;EUR;Beauty & Wellness › Beauty Mavens;69;546,512;858.76
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - Bumper;23151276168;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;69;104,830;94.69
Zott Jogobella May - Jun 2025 (YT) - TrueView - CPV;22503681316;In-stream video;EUR;Lifestyles & Hobbies;68;306,200;689.96
DG_OMD_HR-HR_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_DG_14.11.-31.12.2025.;23283832784;Demand Gen;EUR;Mens Shaving Products;68;5,085;9.22
Nissan All range Feb 2025 (DN) - CPM;22176891264;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Crossovers › Crossovers (New);67;161,630;32.74
Zott Monte May - Jul 2025 (YT) - TrueView - CPV;22548433632;In-stream video;EUR;Parental Status › Parents › Parents of Primary-Schoolers (5-11 years);67;27,471;69.59
McDonald's Happy Meal May-Jun 2025 (YT) -CPV;22578284536;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;67;31,242;102.53
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;67;64,375;71.4
McDonald's Opusteno Dopusteno II August 2025 (YT) - Bumper;22895981650;In-stream video;EUR;Food & Dining › Cooking Enthusiasts › 30 Minute Chefs;67;126,160;67.53
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11;23140104916;Demand Gen;EUR;Beauty & Wellness › Frequently Visits Salons;67;3,544;13.5
McDonald's Sirious Winter December 2025 (YT) - CPV;23339715288;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;67;62,504;211.96
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;22133482768;In-stream video;EUR;People not in audiences;66;58,597;78.38
JGL Muzej farmacije TUR Jul - Aug 2025 (DG) - CPC;22738852523;Demand Gen;EUR;Technology;66;2,464;1.37
McDonald's Stripsi June - July 2025 (YT) - Bumper;22739104237;In-stream video;EUR;Food & Dining;66;79,912;29.39
McDonald's Breakfast July - September 2025 (YT) - CPV;22743236866;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;66;42,788;118.16
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV;23062023805;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;66;17,702;78.84
McDonald's Pistachio Desert II June - August 2025 (YT) - CPV;22706177735;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;65;40,498;95.78
McDonald's Maestro III June-August 2025 (YT) - Bumper;22738160776;In-stream video;EUR;Food & Dining;65;82,331;83.96
McDonald's McNuggets II July - August 2025 - CPV;22818941470;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;65;36,369;86.9
Zott Protein Sep - Oct 2025 (DN) - CPM;23008688608;Display;EUR;Food & Dining;65;81,299;26.65
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025.;23035809352;In-stream video;EUR;Beauty & Wellness › Beauty Mavens;65;174,826;178.39
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - CPV;23159917831;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;65;31,467;131.67
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Awareness_20.10.-31.12.2025.;23168792552;Display;EUR;News & Politics › Avid News Readers › Women's Media Fans;65;68,577;10.48
DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;Demand Gen;EUR;Travel;65;5,021;37.61
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;64;31,958;98.14
McDonald's Employer Image II May - June 2025 Demand Gen - CPA;22575094499;Demand Gen;EUR;Food & Dining › Fast Food Cravers;64;6,082;2.27
Nissan QQ Sep - Oct 2025 (DN) - CPM;23027683820;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (New);64;104,856;26.27
McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;64;25,602;96.32
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;In-stream video;EUR;Food & Drink;64;127,809;82.32
McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV;22442535963;In-stream video;EUR;Food & Dining › Fast Food Cravers;63;15,010;26.86
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_1.5.-30.6.;22499484667;In-stream video;EUR;Beauty & Wellness › Beauty Mavens;63;140,548;108.82
McDonald's McNuggets June 2025 - CPV;22655446491;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;63;37,405;103.6
Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV;23005394785;In-stream video;EUR;Clothing & Accessories › Activewear;63;83,099;170.54
McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;63;17,979;91.76
McDonald's McDelivery AO Sep - Oct 2025 (YT) - CPV;23051723493;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;63;16,572;85.3
McDonald's Coffee AO Jan - Mar 2025 (YT) - Bumper;22089219752;In-stream video;EUR;Food & Dining › Fast Food Cravers;62;146,435;61.18
Zott Jogobella Jan - Feb 2025 (YT) - Bumper - CPM;22123497963;In-stream video;EUR;Clothing & Accessories › Activewear;62;40,358;40.98
Zott Jogobella Jan - Feb 2025 (YT) - TrueView - CPV;22133482768;In-stream video;EUR;Food & Dining › Foodies;62;84,618;215.48
McDonald's McCrispy II April - May 2025 (YT) - Bumper;22452364523;In-stream video;EUR;Food & Drink;62;188,379;100.65
McDonald's Happy Meal Squiishmallows June 2025 - Bumper;22632870437;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;62;49,575;57.69
McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;62;31,252;93.33
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Awareness_20.10.-31.12.2025.;23168792552;Display;EUR;Shoppers › Shopping Enthusiasts;62;50,744;8.11
McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;In-stream video;EUR;Food & Dining › Foodies;62;38,803;169.89
VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489151010;In-stream video;EUR;Media & Entertainment › Gamers › Sports Game Fans;61;42,313;40.35
VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;In-stream video;EUR;Beauty & Wellness › Beauty Mavens;61;309,537;100.7
VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;In-stream video;EUR;Technology;61;79,946;105.15
Nissan QQ June 2025 (DN) - CPM;22641575224;Display;EUR;4x4 Vehicles;60;129,119;25.2
McDonald's HM TMNT x Sanrio August 2025 (YT) - Bumper;22866665976;In-stream video;EUR;People not in audiences;60;108,515;88.28
Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM;23001363809;In-stream video;EUR;Shoppers;60;124,821;164.56
McDonald's MOP Sep - Nov 2025 (YT) - CPV;23038260706;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;60;42,926;128.1
Awareness_CPM_Croatia_GoogleAds_Hidra_EquityI-GDN-April-July2025;22429120937;Display;EUR;Lifestyles & Hobbies › Outdoor enthusiasts;59;148,037;42.39
JGL Muzej farmacije HR Jul - Aug 2025 (DG) - CPC;22738795586;Demand Gen;EUR;Lifestyles & Hobbies › Green Living Enthusiasts;59;2,450;1.28
McDonald's HM Lil McD's July 2025 (YT) - CPV;22784870398;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;59;33,104;86.21
McDonald's MOP Aug - Sep 2025 (YT) - CPV;22969983779;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;59;22,947;88.15
VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23136085091;In-stream video;EUR;People not in audiences;59;102,872;74.89
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Awareness_20.10.-31.12.2025.;23168792552;Display;EUR;Beauty & Personal Care › Skin Care Products;59;72,002;13.36
McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;In-stream video;EUR;Food & Dining › Foodies;59;45,068;181.31
McDonald's McDelivery x Glovo III Dec 2025 (YT) - Bumper;23359818609;In-stream video;EUR;Shoppers;59;58,491;92.17
VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22419253848;In-stream video;EUR;Shoppers › Shopping Enthusiasts;58;122,326;80.93
McDonald's McDelivery Apr - May 2025 (YT) - CPV;22433452242;In-stream video;EUR;Food & Dining › Fast Food Cravers;58;33,322;99.6
DIS_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22259191387;Display;EUR;Technology › Technophiles;57;197,811;27.57
McDonald's Breakfast Mushrooms May 2025 - CPV;22515688781;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;57;33,042;108.28
Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM;23001363809;In-stream video;EUR;Clothing & Accessories › Activewear;57;50,510;72.74
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - CPV;23151653998;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;57;19,392;85.89
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Consideration_20.10.-31.12.2025.;23163620307;Display;EUR;Shoppers › Shopping Enthusiasts;57;4,565;1.32
DIS_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23172997432;Display;EUR;Sports & Fitness › Health & Fitness Buffs;57;14,769;5.77
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Awareness_1.11.-15.12.2025.;23214557439;Display;EUR;Sports & Fitness › Fitness Products & Services › Exercise Equipment › Fitness Technology Products;57;52,809;7.76
VID_OMD_HR-HR_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025;23237552771;In-stream video;EUR;People not in audiences;57;57,828;44.32
McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV;22155260349;In-stream video;EUR;Parental Status › Parents › Parents of Toddlers (1-2 years);56;13,224;33.17
McDonald's 1+1 Feb-Mar 2025 (YT) - Bumper;22200493569;In-stream video;EUR;Food & Drink;56;158,458;67.08
Nissan QQ March 2025 (DN) - CPM;22317443434;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Nissan;56;75,716;15.96
Zott Jogobella Mar - Apr 2025 (YT) - Bumper - CPM;22364179833;In-stream video;EUR;Clothing & Accessories › Activewear;56;46,956;65.1
McDonald's 1+1 Apr-May 2025 (YT) - CPV;22485305991;In-stream video;EUR;Food & Dining › Frequently Dines Out;56;38,469;128.03
Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;In-stream video;EUR;Food & Dining;56;72,191;84.95
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;56;18,834;99.58
DIS_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_Awareness_20.10.-31.12.2025.;23168792552;Display;EUR;Technology › Social Media Enthusiasts;56;57,659;7.31
Zott Protein Jan - Mar 2025 (YT) - Bumper - CPM;22109070190;In-stream video;EUR;Beauty & Wellness › Beauty Mavens;55;269,639;242.93
McDonald's McDelivery Apr - May 2025 (YT) - Bumper;22433488221;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;55;110,457;127.71
McDonald's Trust I May 2025 (YT) - CPV;22515310217;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;55;26,385;81.81
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - CPV;22540452712;In-stream video;EUR;Food & Dining › Fast Food Cravers;55;19,319;70.47
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;Food & Drink;55;37,107;120.32
McDonald's McNuggets June 2025 - CPV;22655446491;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;55;42,555;130.65
McDonald's Employer Image III Aug - Sep 2025 (Demand Gen) - CPC;22921219638;Demand Gen;EUR;Food & Dining › Fast Food Cravers;55;6,304;1.52
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;55;28,914;109.27
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - Bumper;23117041842;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;55;220,393;152.05
McDonald's McDelivery Jan - Apr 2025 (YT) - CPV;22129861369;In-stream video;EUR;Food & Dining › Foodies;54;62,336;137.46
Zott Jogobella May - Jun 2025 (YT) - Bumper - CPM;22500190544;In-stream video;EUR;People not in audiences;54;40,351;56.96
VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;22519829013;In-stream video;EUR;Shoppers › Shopping Enthusiasts;54;71,059;43.07
McDonald's Breakfast July - September 2025 (YT) - Bumper;22739492762;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;54;121,623;114.43
Nissan QQ July 2025 (DN) - CPM;22763308746;Display;EUR;Nissan Deals;54;71,426;15.81
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV;23080445477;In-stream video;EUR;Food & Dining › Foodies;54;49,542;190.66
McDonald's Trust II October 2025 (YT) - Bumper;23084692753;In-stream video;EUR;Food & Dining;54;210,016;129.35
DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23232127389;Demand Gen;EUR;Beauty & Wellness › Frequently Visits Salons;54;1,953;10.72
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;In-stream video;EUR;Food & Dining › Foodies;54;31,645;153.17
McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - CPV;22088751824;In-stream video;EUR;Food & Dining › Frequently Dines Out;53;27,915;76.4
Awareness_CPM_Croatia_GoogleAds_Hidra_EquityI-GDN-April-July2025;22429120937;Display;EUR;Sports & Fitness › Sports Fans;53;84,947;19.6
VID_OMD_HR-HR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_5.5.-4.7.;22514122692;In-stream video;EUR;Beauty & Wellness › Beauty Mavens;53;85,073;86.75
McDonald's Breakfast July - September 2025 (YT) - CPV;22743236866;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;53;35,028;90.58
VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23232127383;In-stream video;EUR;People not in audiences;53;46,765;31.91
McDonald's Adventski kalendar December 2025 (YT) - CPV;23310621005;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;53;62,257;204.46
McDonald's 1+1 January 2025 (YT) - Bumper;22101432671;In-stream video;EUR;Food & Dining › Cooking Enthusiasts;52;117,093;56.94
meralys_january_2025_youtube_cpm;22143110130;In-stream video;EUR;Lifestyles & Hobbies › Family-Focused;52;16,625;28.8
Nissan All range Apr - May 2025 (DN) - CPM;22441690734;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (By Type) › Crossovers;52;83,169;18.62
McDonald's Trust I May 2025 (YT) - Bumper;22518745594;In-stream video;EUR;Food & Drink;52;167,288;82.81
McDonald's Employer Image II May - June 2025 (YT) - CPV;22633085185;In-stream video;EUR;Employment;52;32,815;111.81
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV;23062023805;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;52;15,544;64.14
VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23163601191;In-stream video;EUR;Sports & Fitness › Health & Fitness Buffs;52;99,077;36.24
Nissan All range November 2025 (DN) - CPM;23209428377;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles (New);52;86,659;22.16
DG_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_DG_Consideration_1.11.-15.12.2025.;23214457857;Demand Gen;EUR;Lifestyles & Hobbies › Outdoor enthusiasts;52;3,218;24.9
DIS_OMD_BA-BS_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_GDN_Awareness_1.11.-15.12.2025.;23214557439;Display;EUR;Lifestyles & Hobbies › Outdoor enthusiasts;52;49,981;8.17
McDonald's Sirious Winter December 2025 (YT) - CPV;23339715288;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;52;39,517;119.62
McDonald's Srijeda koja vrijedi više AO Jan - Mar 2025 (YT) - CPV;22088751824;In-stream video;EUR;Food & Dining › Fast Food Cravers;51;21,800;60.57
McDonald's Breakfast AO Jan - Mar 2025 (YT) - CPV;22099305524;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;51;37,164;84.3
McDonald's Srijeda koja vrijedi više AO May-Jun 2025 (YT) - Bumper;22530427806;In-stream video;EUR;Food & Drink;51;475,465;191.56
Nissan QQ July 2025 (DN) - CPM;22763308746;Display;EUR;Vehicles & Transportation › Car Enthusiasts;51;67,187;14.3
McDonald's MOP Aug - Sep 2025 (YT) - Bumper;22974152623;In-stream video;EUR;Food & Dining;51;86,021;85.96
McDonald's Adventski kalendar December 2025 (YT) - CPV;23310621005;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;51;38,272;111.22
McDonald's McCrispy I Feb-Mar 2025 (YT) - Bumper;22253470993;In-stream video;EUR;Food & Dining;50;73,518;59.98
McDonald's McNuggets II July - August 2025 - CPV;22818941470;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;50;24,508;62.54
Nissan QQ Sep - Oct 2025 (DN) - CPM;23027683820;Display;EUR;Nissan Deals;50;64,668;15.36
DG_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 15.10-15.12.2025.;23142265886;Demand Gen;EUR;Shaving Products;50;3,289;5.48
Nissan All range Apr - May 2025 (DN) - CPM;22441690734;Display;EUR;Cars and Vehicles › Motor Vehicles › Motor Vehicles by Brand › Nissan;49;69,986;15.46
Zott Jogobella May - Jun 2025 (YT) - Bumper - CPM;22500190544;In-stream video;EUR;Food & Dining;49;105,901;153.54
McDonald's Opusteno Dopusteno II August 2025 (YT) - CPV;22895928142;In-stream video;EUR;Food & Dining › Fast Food Cravers;49;49,074;124.78
McDonald's Trust II October 2025 (YT) - CPV;23084692750;In-stream video;EUR;Food & Dining › Frequently Dines Out;49;17,626;76.44
McDonald's McNuggets III Oct - Nov 2025 (YT) - CPV;23128434905;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;49;19,374;82.27
Nissan All range November 2025 (DN) - CPM;23209428377;Display;EUR;Nissan Qashqai;49;60,042;15.75
McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV;22253567644;In-stream video;EUR;Food & Dining › Fast Food Cravers;48;26,298;73.74
DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.;22449188365;Demand Gen;EUR;Shoppers › Value Shoppers;48;1,612;0.95
Zott Hungry May - Jul 2025 (YT) - Reach Mix;22588201807;In-stream video;EUR;Food & Dining › Frequently Dines Out › Diners by Meal › Frequently Eats Lunch Out;48;24,826;34.68
McDonald's Srijeda koja vrijedi više AO June - September 2025 (YT) - Bumper;22684499418;In-stream video;EUR;Food & Dining;48;121,842;66.61
McDonald's Employer Image III Aug - Sep 2025 (YT) - CPV;22921320684;In-stream video;EUR;Food & Dining;48;53,069;130.2
McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;In-stream video;EUR;Food & Dining › Frequently Dines Out;48;18,174;99.93
McDonald's Snack Menu Sep - Oct 2025 (YT) - CPV;23000376953;In-stream video;EUR;Food & Dining › Frequently Dines Out;48;18,054;84.79
McDonald's Breakfast AO Jan - Mar 2025 (YT) - CPV;22099305524;In-stream video;EUR;Food & Drink › Food › Fast Food Meals;47;26,812;58.28
McDonald's HM Pokemon Jan Feb 2025 (YT) - CPV;22155260349;In-stream video;EUR;Parental Status › Parents › Parents of Infants (0-1 years);47;17,838;45.07
DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425796232;Demand Gen;EUR;Shoppers › Value Shoppers;47;1,978;1.36
McDonald's 1+1 Apr-May 2025 (YT) - CPV;22485305991;In-stream video;EUR;Food & Dining › Fast Food Cravers;47;28,572;92.02
McDonald's Happy Meal Squiishmallows June 2025 - CPV;22636378057;In-stream video;EUR;Food & Drink › Food & Grocery Delivery › Restaurant Delivery & Takeaway;47;29,694;95.73
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;In-stream video;EUR;Food & Drink;47;104,642;98
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;In-stream video;EUR;Food & Drink;47;21,869;102.12
Zott Protein Jan - Mar 2025 (DN) - CPM;22105292855;Display;EUR;Food & Dining;46;106,561;22.51
McDonald's McCrispy I Feb-Mar 2025 (YT) - CPV;22253567644;In-stream video;EUR;Food & Dining › Frequently Dines Out;46;31,382;95.07
McDonald's McCrispy II April - May 2025 (YT) - CPV;22455842356;In-stream video;EUR;Food & Dining › Fast Food Cravers;46;25,316;83.39
McDonald's Maestro II April - June 2025 (YT) - CPV;22455850267;In-stream video;EUR;Food & Dining › Frequently Dines Out;46;30,524;106.1
