Campaign;Campaign ID;Campaign type;Currency code;Age;Gender;Clicks;Impr.;Cost
Ahmad Tea Nov 2025 (YT) - VVC;23247653498;In-stream video;EUR;45 - 54;Female;42;197,751;440.04
T03_001444_HR_EBD_BodyVariousProducts(ECN)_AW_Jan25_Feb25_fullf_OMD_DigGR_na;22186470409;In-stream video;EUR;45 - 54;Female;40;45,822;146.79
Loacker Sep - Oct 2025 (YT) - VVC - CPV;23016634492;In-stream video;EUR;35 - 44;Female;37;104,368;217.24
T03_001444_HR_EBD_BodyVariousProducts(ECN)_AW_Jan25_Feb25_fullf_OMD_DigGR_na;22186470409;In-stream video;EUR;35 - 44;Female;36;52,051;173.13
T03_001444_HR_EBD_BodyVariousProducts(ECN)_AW_Jan25_Feb25_fullf_OMD_DigGR_na;22186470409;In-stream video;EUR;25 - 34;Female;28;58,754;201
Loacker Jan - Feb 2025 (YT) - VVC - CPV;22162135107;In-stream video;EUR;45 - 54;Female;27;88,225;146.91
Loacker Apr - May 2025 (YT) - VVC - CPV;22460487259;In-stream video;EUR;25 - 34;Female;25;66,767;159.74
Loacker Apr - May 2025 (YT) - VVC - CPV;22460487259;In-stream video;EUR;35 - 44;Female;22;62,612;140.97
Loacker Apr - May 2025 (YT) - VVC - CPV;22460487259;In-stream video;EUR;45 - 54;Female;21;62,524;140.77
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Shorts;22637317905;In-stream video;EUR;35 - 44;Unknown;11;4,667;3.35
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;22579539314;In-stream video;EUR;25 - 34;Unknown;9;3,507;5.46
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Bumper;22643474570;In-stream video;EUR;35 - 44;Unknown;9;851;1.33
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Shorts;22637317905;In-stream video;EUR;25 - 34;Unknown;7;4,947;3.54
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Trueview;22643359196;In-stream video;EUR;25 - 34;Unknown;7;550;1.05
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;22579539314;In-stream video;EUR;35 - 44;Unknown;7;2,900;4.56
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;22579539314;In-stream video;EUR;45 - 54;Unknown;5;2,411;3.66
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;22579539314;In-stream video;EUR;55 - 64;Unknown;5;1,574;2.18
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Bumper;22643474570;In-stream video;EUR;25 - 34;Unknown;4;995;1.56
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;22579539314;In-stream video;EUR;Unknown;Male;3;5,073;9.73
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Shorts;22637317905;In-stream video;EUR;45 - 54;Unknown;2;2,507;2.16
Bison Poly Max May - Jun 2025 (YT) - Bumper - CPM;22579539314;In-stream video;EUR;Unknown;Female;2;5,274;9.38
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Trueview;22643359196;In-stream video;EUR;35 - 44;Unknown;1;475;0.89
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Bumper;22643474570;In-stream video;EUR;45 - 54;Unknown;1;592;0.92
Pipi Jun - Aug 2025 (DN) - CPM;22765720285;Display;EUR;18 - 24;Unknown;0;3;0
Pipi Jun - Aug 2025 (DN) - CPM;22765720285;Display;EUR;25 - 34;Unknown;0;1;0
Bison Bolton - October 2025 (DN) - CPM #2;23141866481;Display;EUR;25 - 34;Unknown;0;25;0.01
Pipi Jun - Aug 2025 (DN) - CPM;22765720285;Display;EUR;35 - 44;Unknown;0;1;0
T03_000008_HR_ESU_SunFaceRange_AW_Apr25_Jul25_fullf_OMD_DigGR_Trueview;22643359196;In-stream video;EUR;45 - 54;Unknown;0;345;0.66
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;65+;Female;8,068;325,099;199.02
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;65+;Female;7,039;292,637;282.3
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;65+;Female;6,989;421,191;179.55
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;25 - 34;Male;5,270;359,468;134.06
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;55 - 64;Female;5,134;5,380,649;1392.62
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;65+;Female;4,795;56,294;176.29
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;35 - 44;Female;4,754;202,643;109.27
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;25 - 34;Male;4,648;466,676;120.89
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;55 - 64;Female;4,612;231,284;117.66
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;55 - 64;Female;4,466;335,265;117.8
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;65+;Female;4,436;4,387,209;1090.72
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;65+;Male;4,395;192,114;110.36
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;35 - 44;Male;4,261;235,361;104.91
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;25 - 34;Female;4,245;279,710;105
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;25 - 34;Female;4,170;190,855;99.91
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;65+;Female;3,970;78,096;254.08
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;55 - 64;Female;3,963;188,499;167.03
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;65+;Male;3,921;4,085,665;1041.82
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;65+;Male;3,912;193,539;158.38
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;25 - 34;Male;3,905;291,468;160.75
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;55 - 64;Female;3,852;48,179;145.8
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;65+;Male;3,727;241,967;96.27
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;35 - 44;Female;3,662;170,478;150.17
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;25 - 34;Female;3,650;171,361;144.41
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;18 - 24;Male;3,619;267,566;89.03
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;25 - 34;Male;3,321;239,227;103.07
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;35 - 44;Male;3,318;198,735;134.25
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;55 - 64;Female;3,315;48,047;226.14
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;55 - 64;Female;3,270;271,668;173.36
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;65+;Male;3,214;35,624;123.86
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;45 - 54;Female;3,210;59,786;118.76
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;25 - 34;Female;3,184;183,324;100.44
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;25 - 34;Female;3,098;201,770;147.99
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;25 - 34;Male;2,987;329,214;148.8
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;35 - 44;Female;2,778;201,765;139.53
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;35 - 44;Female;2,735;98,345;94.87
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;25 - 34;Male;2,733;250,242;111.22
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;35 - 44;Female;2,718;202,591;69.03
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;45 - 54;Male;2,692;79,016;96.24
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;45 - 54;Female;2,690;134,029;66.84
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;45 - 54;Female;2,637;116,832;103.13
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;55 - 64;Male;2,617;40,086;100.4
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;45 - 54;Male;2,615;153,093;64.75
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;35 - 44;Male;2,521;249,963;128.42
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;55 - 64;Male;2,498;45,247;172.82
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;35 - 44;Female;2,467;252,717;220.72
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;55 - 64;Male;2,393;135,251;62.13
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;18 - 24;Male;2,368;247,046;61.46
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;45 - 54;Female;2,367;3,228,441;894.24
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;55 - 64;Male;2,357;209,509;62.79
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;35 - 44;Male;2,351;240,225;61.4
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;25 - 34;Male;2,303;175,575;119.54
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;35 - 44;Male;2,300;178,519;91.01
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;45 - 54;Female;2,298;253,970;196.18
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;65+;Male;2,292;53,858;150.33
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;55 - 64;Female;2,248;109,909;85
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;35 - 44;Female;2,245;133,188;86.34
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;35 - 44;Male;2,243;112,097;74.85
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;55 - 64;Male;2,229;2,832,727;752.69
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;55 - 64;Female;2,213;175,143;117.66
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;55 - 64;Female;2,186;147,552;96.37
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;45 - 54;Male;2,089;61,098;143.8
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;18 - 24;Male;2,083;180,244;86.47
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;25 - 34;Female;2,066;136,074;83.4
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;45 - 54;Female;2,009;38,700;146.39
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;25 - 34;Male;1,973;127,364;107.31
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;35 - 44;Male;1,935;89,309;119.6
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;45 - 54;Male;1,920;119,410;80.33
Demand Gen Croatia August 2025 KeyVisuals - PH;22865164298;Demand Gen;EUR;55 - 64;Female;1,885;116,357;225.02
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;25 - 34;Female;1,872;212,046;175.72
Philips_Mison_KeyVisual_GDN_Dynamic_Nov_2025;23204006346;Display;EUR;35 - 44;Female;1,864;27,323;176.21
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;55 - 64;Male;1,827;106,716;75.71
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;25 - 34;Male;1,790;208,679;95.1
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;35 - 44;Female;1,788;142,240;71.79
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;18 - 24;Female;1,779;128,176;43.71
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;35 - 44;Male;1,756;106,532;93.23
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;45 - 54;Male;1,722;2,738,064;786.86
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;35 - 44;Female;1,720;56,431;116.19
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;25 - 34;Female;1,707;147,404;68.26
Demand Gen Croatia Domestic Appliances July 2025 - Versuni;22749774370;Demand Gen;EUR;18 - 24;Female;1,690;103,989;41.99
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;25 - 34;Female;1,626;99,840;84.29
Demand Gen Croatia August 2025 KeyVisuals - PH;22865164298;Demand Gen;EUR;45 - 54;Female;1,611;107,100;250.79
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;35 - 44;Male;1,606;227,045;147.55
Philips_Mison_KeyVisual_GDN_Dynamic_Nov_2025;23204006346;Display;EUR;25 - 34;Female;1,600;25,658;142.27
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;55 - 64;Female;1,567;42,209;96.87
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;45 - 54;Female;1,544;133,924;40.33
Demand Gen Croatia August 2025 Domestic Appliances - Versuni;22865225243;Demand Gen;EUR;45 - 54;Male;1,508;162,899;40.23
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;18 - 24;Male;1,486;148,039;61.98
Philips_Mison_KeyVisual_GDN_Dynamic_Nov_2025;23204006346;Display;EUR;18 - 24;Female;1,476;31,080;104.22
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;45 - 54;Female;1,464;135,202;76.51
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;45 - 54;Male;1,434;189,046;128.32
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;35 - 44;Male;1,411;140,429;77.52
Philips_Mison_Avent_Demand_Aug_2025;22869392806;Demand Gen;EUR;35 - 44;Female;1,409;112,380;151.04
Philips_Mison_KeyVisual_GDN_Dynamic_Dec_2025;23316021564;Display;EUR;35 - 44;Female;1,408;23,301;134.59
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;25 - 34;Female;1,386;58,937;78.6
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;55 - 64;Female;1,379;126,062;81.7
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;45 - 54;Female;1,378;136,739;57.82
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;35 - 44;Female;1,371;1,788,673;483.49
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;45 - 54;Male;1,371;170,459;77.14
Philips_Mison_KeyVisual_GDN_Dynamic_Oct_2025;23084724142;Display;EUR;18 - 24;Female;1,360;95,732;153.07
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;25 - 34;Male;1,336;188,594;59.14
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;45 - 54;Male;1,334;108,571;54.64
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;35 - 44;Female;1,309;68,319;76.36
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;45 - 54;Female;1,305;78,664;55.03
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;55 - 64;Male;1,288;90,686;52.78
HGK Knjige svima i svuda Nov 2025 (DN) - CPC;23248087148;Display;EUR;55 - 64;Female;1,288;59,640;70.28
Demand Gen Croatia KeyVisuals;22701938524;Demand Gen;EUR;18 - 24;Female;1,286;85,368;52.45
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;45 - 54;Male;1,268;66,225;77.08
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;25 - 34;Male;1,214;179,832;49
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;35 - 44;Female;1,209;82,690;69.79
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;25 - 34;Male;1,196;188,459;107.49
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;35 - 44;Female;1,194;88,037;72.55
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;55 - 64;Male;1,156;128,139;68.39
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;55 - 64;Male;1,154;130,780;57.71
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;25 - 34;Male;1,132;148,106;56.65
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;45 - 54;Female;1,130;43,851;66.65
Demand Gen Croatia September 2025 KeyVisuals - PH;22970619062;Demand Gen;EUR;55 - 64;Female;1,128;68,262;230.8
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;18 - 24;Male;1,126;94,641;36.08
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;45 - 54;Female;1,121;99,054;60.13
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;55 - 64;Male;1,115;41,064;71.46
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;25 - 34;Female;1,110;78,719;57.98
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;25 - 34;Female;1,107;87,467;58
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;35 - 44;Male;1,100;1,807,857;507.58
Demand Gen Slovenia September 2025 KeyVisuals - PH;22974889081;Demand Gen;EUR;55 - 64;Female;1,099;102,070;300.62
Demand Gen Croatia August 2025 KeyVisuals - PH;22865164298;Demand Gen;EUR;35 - 44;Female;1,098;83,171;189.55
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;18 - 24;Male;1,088;135,938;54.34
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;35 - 44;Female;1,087;80,560;54.41
Demand Gen Croatia August 2025 KeyVisuals - PH;22865164298;Demand Gen;EUR;65+;Female;1,051;56,425;78.48
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;25 - 34;Female;1,019;89,667;46.72
Philips_Mison_Avent_Demand_Aug_2025;22869392806;Demand Gen;EUR;45 - 54;Female;987;84,583;111.96
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;18 - 24;Female;966;72,681;85.74
Demand Gen Croatia September 2025 KeyVisuals - PH;22970619062;Demand Gen;EUR;45 - 54;Female;964;65,385;341.46
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;55 - 64;Female;962;77,964;83.04
Philips_Mison_KeyVisual_GDN_Dynamic_Oct_2025;23084724142;Display;EUR;25 - 34;Female;953;125,457;114.25
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;55 - 64;Male;938;92,018;38.26
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;35 - 44;Male;927;100,506;46.09
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;35 - 44;Male;924;123,398;42.85
Philips_Mison_KeyVisual_GDN_Dynamic_Dec_2025;23316021564;Display;EUR;25 - 34;Female;918;16,118;71.2
Demand Gen Slovenia Domestic Appliances July 2025 - Versuni;22739949543;Demand Gen;EUR;18 - 24;Female;901;68,613;30.12
Philips_Mison_KeyVisual_GDN_Dynamic_Oct_2025;23084724142;Display;EUR;35 - 44;Female;895;91,213;120.13
Koestlin Paris - Nov - Dec 2025 - (GDN) - CPM;23277766543;Display;EUR;25 - 34;Female;890;1,417,819;381.4
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;55 - 64;Female;889;74,788;47.77
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;45 - 54;Female;887;59,741;44.87
Philips_Mison_KeyVisual_GDN_Dynamic_Nov_2025;23204006346;Display;EUR;45 - 54;Female;869;13,982;79.94
HGK Knjige svima i svuda Nov 2025 (DN) - CPC;23248087148;Display;EUR;45 - 54;Female;867;26,476;48.14
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;55 - 64;Male;863;95,152;81.13
Demand Gen Croatia Webshop;22701594931;Demand Gen;EUR;18 - 24;Female;839;65,981;32.86
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;35 - 44;Male;836;107,964;35.73
Knjiga svuda i svima - Apr 2025 (DN) - CPC;22470338291;Display;EUR;55 - 64;Female;817;86,839;84.95
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;45 - 54;Male;816;100,837;39.66
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;18 - 24;Male;788;72,713;41.94
Philips_Mison_Avent_Demand_Aug_2025;22869392806;Demand Gen;EUR;25 - 34;Female;780;59,971;74.04
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;45 - 54;Male;779;92,144;43.28
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;45 - 54;Female;771;63,056;44.6
Philips_Mison_KeyVisual_GDN_Dynamic_Dec_2025;23316021564;Display;EUR;18 - 24;Female;764;13,457;45.26
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;18 - 24;Female;760;59,485;31.29
Philips_Mison_KeyVisual_YouTube_June_2025;22633149994;In-stream video;EUR;35 - 44;Female;750;678,801;339.83
Demand Gen Slovenia August 2025 Domestic Appliances - Versuni;22869134815;Demand Gen;EUR;18 - 24;Female;738;72,006;40.63
Knjiga svuda i svima - Apr 2025 (DN) - CPC;22470338291;Display;EUR;45 - 54;Female;706;45,366;71.42
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;18 - 24;Male;691;99,526;27.47
Demand Gen Slovenia October 2025 KeyVisuals - PH;23101547516;Demand Gen;EUR;55 - 64;Male;690;78,801;41.7
Philips_Mison_KeyVisual_YouTube_June_2025;22633149994;In-stream video;EUR;25 - 34;Female;670;523,624;245.76
Demand Gen Slovenia August 2025 KeyVisuals - PH;22865285435;Demand Gen;EUR;55 - 64;Female;662;62,514;188.99
Philips_Mison_KeyVisual_GDN_Dynamic_Nov_2025;23204006346;Display;EUR;35 - 44;Male;660;10,424;64.6
Demand Gen Croatia August 2025 KeyVisuals - PH;22865164298;Demand Gen;EUR;65+;Male;641;31,287;54.6
Philips_Mison_KeyVisual_GDN_Dynamic_Oct_2025;23084724142;Display;EUR;45 - 54;Female;638;113,205;102.68
Demand Gen Croatia October 2025 KeyVisuals - PH;23101430534;Demand Gen;EUR;18 - 24;Male;634;89,421;28.89
Demand Gen Slovenia September 2025 KeyVisuals - PH;22974889081;Demand Gen;EUR;45 - 54;Female;631;83,072;206.36
Demand Gen Slovenia August 2025 KeyVisuals - PH;22865285435;Demand Gen;EUR;45 - 54;Female;621;74,626;223.12
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;45 - 54;Male;596;69,077;30.41
Philips_Mison_KeyVisual_GDN_Dynamic_Nov_2025;23204006346;Display;EUR;25 - 34;Male;582;10,939;52.44
Philips_Mison_KeyVisual_GDN_Dynamic_Dec_2025;23316021564;Display;EUR;45 - 54;Female;581;10,455;59.94
Philips_Mison_KeyVisual_GDN_Dynamic_Dec_2025;23316021564;Display;EUR;35 - 44;Male;575;9,594;73.44
Demand Gen Croatia August 2025 KeyVisuals - PH;22865164298;Demand Gen;EUR;55 - 64;Male;560;35,750;55.29
Demand Gen Slovenia November 2025 KeyVisuals - PH;23203829646;Demand Gen;EUR;55 - 64;Male;556;64,613;31.32
Demand Gen Croatia September 2025 KeyVisuals - PH;22970619062;Demand Gen;EUR;35 - 44;Female;555;47,688;239.05
Demand Gen Slovenia KeyVisuals;22692184773;Demand Gen;EUR;18 - 24;Male;549;51,238;31.7
Knjiga svuda i svima - Apr 2025 (DN) - CPC;22470338291;Display;EUR;35 - 44;Male;545;63,921;58.2
Demand Gen Croatia November 2025 KeyVisuals - PH;23213457019;Demand Gen;EUR;45 - 54;Male;535;71,143;23.77
Philips_Mison_Physical_Store_Display_June_2025;22643947370;Display;EUR;55 - 64;Female;523;459,424;55.57
Knjiga svuda i svima - Apr 2025 (DN) - CPC;22470338291;Display;EUR;45 - 54;Male;511;53,753;56.18
Demand Gen Slovenia Webshop;22701725023;Demand Gen;EUR;18 - 24;Female;508;39,090;25.02
Philips_Mison_KeyVisual_ Lumea_Demand_ Aug_2025;22859713113;Demand Gen;EUR;18 - 24;Male;508;53,798;52.83
