Campaign;Campaign ID;Campaign type;Currency code;Age;Gender;Clicks;Impr.;Cost
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper;22194673340;In-stream video;EUR;25 - 34;Female;1,415;635,148;1057.16
T03_000055_HR_NBD_BodyMilk_CO_Jan25_Feb25_fullf_OMD_DigGR_Trueview;22129240939;In-stream video;EUR;45 - 54;Female;1,412;494,684;1393.59
202505//Ceresit//CeresitTiling//Brand Campaign;22596610507;Display;EUR;25 - 34;Male;1,411;85,893;76.64
202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Bumper;22533691090;In-stream video;EUR;35 - 44;Female;1,390;546,271;782.06
T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22599321744;In-stream video;EUR;25 - 34;Female;1,383;505,060;734.7
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper;22092438439;In-stream video;EUR;45 - 54;Female;1,383;740,225;867.04
T03_000033_HR_NCR_Soft_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22429642072;In-stream video;EUR;18 - 24;Male;1,382;563,190;1214.61
202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview;22658175089;In-stream video;EUR;18 - 24;Male;1,371;725,887;1784.01
202501//Perwoll//Glam 2025//RethinkNew//Bumper;22081967688;In-stream video;EUR;18 - 24;Male;1,361;617,649;684.45
202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Trueview;22642352104;In-stream video;EUR;45 - 54;Female;1,354;1,587,692;3792.11
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;22332695936;In-stream video;EUR;35 - 44;Female;1,309;1,195,843;2679.54
T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview;22249484069;In-stream video;EUR;35 - 44;Female;1,303;764,322;1718.01
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;EUR;25 - 34;Female;1,301;1,742,752;3821.95
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22601647835;In-stream video;EUR;35 - 44;Female;1,300;548,255;359.44
T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview;22149659989;In-stream video;EUR;35 - 44;Female;1,271;579,933;1825.19
T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_Bumper;22429432504;In-stream video;EUR;18 - 24;Male;1,262;472,142;880.91
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Bumper;22149808472;In-stream video;EUR;45 - 54;Male;1,252;650,600;808.32
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView;22629454076;In-stream video;EUR;25 - 34;Female;1,250;779,449;1913.74
T03_000286_HR_NFL_MicellarExtra_CO_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198525186;In-stream video;EUR;18 - 24;Female;1,242;470,234;1318.71
T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC;22329610038;In-stream video;EUR;45 - 54;Female;1,228;623,200;1243.78
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;22332695936;In-stream video;EUR;25 - 34;Female;1,221;1,193,018;2608.13
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//Bumper;22489976397;In-stream video;EUR;45 - 54;Female;1,218;560,753;746.55
202502//Ceresit STOP//Activation Aero 360°//Aero 360°;22215726132;Display;EUR;25 - 34;Male;1,213;93,599;66.5
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22601647835;In-stream video;EUR;25 - 34;Female;1,182;358,907;243.73
T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview;22249484069;In-stream video;EUR;45 - 54;Female;1,179;670,231;1582.43
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;22199101129;In-stream video;EUR;25 - 34;Female;1,168;506,320;766.1
T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable In-market;22328795888;In-stream video;EUR;18 - 24;Female;1,164;611,975;2044.8
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_influencer;22145754944;In-stream video;EUR;55 - 64;Female;1,161;230,314;511.07
T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22642276246;In-stream video;EUR;25 - 34;Female;1,139;831,300;2240.37
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;EUR;35 - 44;Female;1,132;1,500,205;3444.58
202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview;22142591751;In-stream video;EUR;45 - 54;Female;1,130;1,238,009;2776.31
202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Bumper;22533691090;In-stream video;EUR;45 - 54;Female;1,130;510,399;712.39
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male;22291389092;In-stream video;EUR;25 - 34;Male;1,122;518,375;743.54
202501//Perwoll//Glam 2025//RethinkNew//Bumper;22081967688;In-stream video;EUR;35 - 44;Female;1,121;595,864;701.51
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//Bumper;22092438439;In-stream video;EUR;18 - 24;Female;1,111;670,759;766.62
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;22199101129;In-stream video;EUR;35 - 44;Female;1,110;458,686;711.44
202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper;22794974865;In-stream video;EUR;35 - 44;Female;1,105;440,379;684.48
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;EUR;25 - 34;Male;1,088;860,325;1982.67
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//Bumper;22629474629;In-stream video;EUR;18 - 24;Female;1,086;559,350;782.52
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;22132437335;In-stream video;EUR;45 - 54;Female;1,076;786,265;2298.32
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Bumper;22194673340;In-stream video;EUR;18 - 24;Female;1,067;484,975;759.09
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView;22629454076;In-stream video;EUR;35 - 44;Female;1,065;895,610;2237.33
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper M;22188924642;In-stream video;EUR;45 - 54;Male;1,064;585,133;800.03
202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper;22794974865;In-stream video;EUR;25 - 34;Female;1,060;415,637;606.39
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M;22188796263;In-stream video;EUR;55 - 64;Male;1,057;370,377;723.16
T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI;22928895972;In-stream video;EUR;55 - 64;Female;1,042;360,025;710.67
202501//Perwoll//Glam 2025//RethinkNew//Bumper;22081967688;In-stream video;EUR;25 - 34;Female;1,041;559,735;635.55
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView;22484022653;In-stream video;EUR;25 - 34;Female;1,039;683,130;2134.45
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;In-stream video;EUR;25 - 34;Male;1,032;999,062;1112.56
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView;22484022653;In-stream video;EUR;35 - 44;Female;1,031;636,710;1993.78
202501//Perwoll//Glam 2025//RethinkNew//Bumper;22081967688;In-stream video;EUR;45 - 54;Female;1,031;560,777;637.51
202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper;22594603356;In-stream video;EUR;25 - 34;Female;1,023;437,736;577.8
202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper;22794974865;In-stream video;EUR;45 - 54;Female;1,020;488,384;712.98
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male;22291389092;In-stream video;EUR;35 - 44;Male;1,013;458,607;666.24
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview;22332695936;In-stream video;EUR;45 - 54;Female;1,010;1,030,320;2143.53
T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22710781375;In-stream video;EUR;35 - 44;Male;1,004;954,703;704.46
202502//Ceresit //Gratis//Rovinj;22440875162;Display;EUR;65+;Male;1,003;162,870;141.32
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC;22198490344;In-stream video;EUR;25 - 34;Female;996;369,051;1254.74
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;EUR;35 - 44;Female;992;1,446,196;3210.97
T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper;22642254895;In-stream video;EUR;18 - 24;Female;986;630,181;1229.73
T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView;22673212687;In-stream video;EUR;35 - 44;Female;979;751,315;2864.07
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;22136208178;In-stream video;EUR;45 - 54;Female;965;753,701;2155.41
202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper;22594603356;In-stream video;EUR;35 - 44;Female;955;436,048;604.35
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;In-stream video;EUR;35 - 44;Male;942;1,028,292;1130.25
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M;22188796263;In-stream video;EUR;35 - 44;Male;924;650,171;1622.28
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;EUR;25 - 34;Female;912;613,255;1418.45
202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Trueview;22642352104;In-stream video;EUR;18 - 24;Female;905;743,864;1880.08
T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView;22673212687;In-stream video;EUR;25 - 34;Female;898;669,761;2636.38
202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper;22594603356;In-stream video;EUR;45 - 54;Female;895;453,088;610.08
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;EUR;45 - 54;Male;889;884,742;2004.32
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;EUR;25 - 34;Female;888;1,245,925;2799.11
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;EUR;35 - 44;Male;887;765,845;1766.18
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;EUR;35 - 44;Female;878;747,195;1680.3
202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview;22658175089;In-stream video;EUR;18 - 24;Female;876;606,379;1515.26
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;22149808469;In-stream video;EUR;25 - 34;Male;872;655,030;1396.62
T03_000033_HR_NCR_Soft_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22429642072;In-stream video;EUR;18 - 24;Female;864;440,000;1006.78
T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22710781375;In-stream video;EUR;25 - 34;Male;863;791,901;554.91
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - Bumper W;22199101129;In-stream video;EUR;45 - 54;Female;856;408,821;618.8
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;In-stream video;EUR;25 - 34;Female;852;1,137,330;2473.21
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView;22629454076;In-stream video;EUR;45 - 54;Female;845;941,949;2279.42
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC;22198490344;In-stream video;EUR;18 - 24;Female;835;299,504;866.54
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperOlder;22439393505;In-stream video;EUR;55 - 64;Female;830;212,958;333.26
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;22149808469;In-stream video;EUR;45 - 54;Male;822;622,379;1272.24
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCF_oKPI;22876405666;In-stream video;EUR;18 - 24;Female;815;661,905;1006.54
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Male;22291389092;In-stream video;EUR;45 - 54;Male;814;401,141;590.37
T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts;22643794958;In-stream video;EUR;18 - 24;Female;811;340,174;332.92
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198446400;In-stream video;EUR;25 - 34;Female;806;331,232;991.66
T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_Shorts;22551605888;In-stream video;EUR;35 - 44;Female;786;294,965;141.71
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_trueview;22139437671;In-stream video;EUR;25 - 34;Female;782;453,106;759.8
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601760185;In-stream video;EUR;35 - 44;Female;782;763,463;2785.09
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView;22484022653;In-stream video;EUR;45 - 54;Female;769;607,926;1783.76
202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Bumper;22533691090;In-stream video;EUR;18 - 24;Female;760;416,005;584.4
202501//Schauma//Schauma MEN Scalp Offense Relaunch 2024//Relaunch Schauma MEN Scalp Offense 2024//video//Trueview;22149808469;In-stream video;EUR;35 - 44;Male;754;652,831;1384.77
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView M;22188796263;In-stream video;EUR;45 - 54;Male;750;474,634;1154.57
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;In-stream video;EUR;35 - 44;Female;743;1,315,719;2852.67
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//Bumper;22489976397;In-stream video;EUR;18 - 24;Female;740;435,917;593.93
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;22132437335;In-stream video;EUR;25 - 34;Male;732;178,723;585.27
T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_Shorts;22551605888;In-stream video;EUR;25 - 34;Female;722;223,316;108.96
202501//Perwoll//Glam 2025//RethinkNew//Bumper;22081967688;In-stream video;EUR;18 - 24;Female;712;414,332;477.5
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_bumper;22149545170;In-stream video;EUR;25 - 34;Female;705;304,669;584.68
T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts;22328716745;In-stream video;EUR;25 - 34;Female;699;276,695;144.52
T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView;22339436384;In-stream video;EUR;25 - 34;Female;698;357,878;1360.57
T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Shorts;22599321744;In-stream video;EUR;45 - 54;Female;694;506,079;990.68
T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts;22328716745;In-stream video;EUR;35 - 44;Female;690;399,662;203.97
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54;22082345952;In-stream video;EUR;45 - 54;Female;690;1,254,892;2591.59
T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueView;22419536577;In-stream video;EUR;18 - 24;Female;686;348,608;793.74
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//All25-34 no kids;22082474532;In-stream video;EUR;25 - 34;Male;685;480,167;495.13
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Influencers - NoN VVC;22198490344;In-stream video;EUR;35 - 44;Female;682;262,093;878.65
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple;22136208178;In-stream video;EUR;25 - 34;Female;680;650,454;1906.52
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198446400;In-stream video;EUR;35 - 44;Female;678;282,370;825.95
T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI;22928895972;In-stream video;EUR;35 - 44;Female;676;474,590;1157.34
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601760185;In-stream video;EUR;25 - 34;Female;664;606,039;2300.81
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman;22132437335;In-stream video;EUR;25 - 34;Female;662;206,983;653.5
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids;22088623607;In-stream video;EUR;35 - 44;Female;661;378,611;479.95
T03_000286_HR_NFL_MicellarExtra_AW_Feb25_Mar25_fullf_OMD_DigGR_Trueview;22198446400;In-stream video;EUR;18 - 24;Female;659;263,766;682.14
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;EUR;45 - 54;Female;656;716,586;1552.69
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder;22439426145;In-stream video;EUR;55 - 64;Female;646;191,821;454
T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview;22642276246;In-stream video;EUR;18 - 24;Female;639;447,034;1163.54
202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview;22082564343;In-stream video;EUR;45 - 54;Female;633;1,113,080;2349.98
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//F35-54withkids;22149196226;In-stream video;EUR;35 - 44;Female;632;261,542;373.25
T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview;22601760185;In-stream video;EUR;18 - 24;Female;631;412,089;1413.18
202502//Ceresit //Gratis//Rovinj;22440875162;Display;EUR;35 - 44;Male;624;93,696;90.43
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//F35-54withkids;22142822616;In-stream video;EUR;35 - 44;Female;617;256,638;604.53
T03_001594_HR_NFC_Q10DualActionSerum_CO_Jan25_Mar25_fullf_OMD_DigGR_trueview;22149659989;In-stream video;EUR;45 - 54;Female;614;644,638;2148.89
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W;22199077804;In-stream video;EUR;25 - 34;Female;613;481,557;1434.72
T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_Bumper;22429432504;In-stream video;EUR;18 - 24;Female;605;321,585;633.52
T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView;22339436384;In-stream video;EUR;35 - 44;Female;603;346,052;1279.91
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids;22149196223;In-stream video;EUR;25 - 34;Male;598;233,610;313.43
202501//Gliss//Gliss Brand Support 2025 (SKMB)//Relaunch Gliss Shampoo 2025//video//TrueView;22082495706;In-stream video;EUR;18 - 24;Female;589;435,684;1007.13
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54;22082451351;In-stream video;EUR;25 - 34;Male;586;448,253;454.73
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;In-stream video;EUR;45 - 54;Female;572;1,387,956;2835.52
202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView;22629454076;In-stream video;EUR;18 - 24;Female;567;410,344;1028.07
T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom;22322350200;In-stream video;EUR;35 - 44;Female;561;173,336;597.12
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female;22295030785;In-stream video;EUR;35 - 44;Female;556;284,689;424.36
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W35-54 with kids;22082424657;In-stream video;EUR;35 - 44;Female;555;308,777;754.87
202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant;22126220538;In-stream video;EUR;25 - 34;Male;545;261,365;710.08
202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper;22594603356;In-stream video;EUR;18 - 24;Female;543;276,632;371.57
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female;22295030785;In-stream video;EUR;25 - 34;Female;541;338,504;488.59
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids;22142822613;In-stream video;EUR;25 - 34;Male;536;192,871;440.15
202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView;22484022653;In-stream video;EUR;18 - 24;Female;533;354,815;1086.56
T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView;22339436384;In-stream video;EUR;18 - 24;Female;530;259,669;859.95
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;EUR;25 - 34;Female;524;459,087;1050.49
202502//Ceresit //Gratis//Rovinj;22440875162;Display;EUR;55 - 64;Male;505;81,045;72.37
T03_000717_HR_NIV_Promotion_AW_Mar25_Mar25_fullf_OMD_DigGR_Bumper - Female;22295030785;In-stream video;EUR;45 - 54;Female;500;260,946;387.47
202502//Ceresit //Gratis//Rovinj;22440875162;Display;EUR;45 - 54;Male;497;87,367;70.49
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;EUR;35 - 44;Female;488;525,130;1209.69
202507//Bref//Power Active RL 24//Easier Way campaign//video//Trueview;22800836042;In-stream video;EUR;45 - 54;Female;478;566,976;1249.09
202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W35-54 with kids;22088623607;In-stream video;EUR;45 - 54;Female;473;285,622;353.09
202501//Perwoll//Glam 2025//RethinkNew//Trueview;22091900857;In-stream video;EUR;35 - 44;Male;470;698,406;1324.47
T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI;22928895972;In-stream video;EUR;45 - 54;Female;470;421,652;992.59
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids;22142822613;In-stream video;EUR;25 - 34;Female;468;193,718;457.43
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperYounger;22449249724;In-stream video;EUR;35 - 44;Female;468;288,453;588.23
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34;22149196229;In-stream video;EUR;25 - 34;Male;467;327,400;412.88
T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers;22339259423;In-stream video;EUR;35 - 44;Female;466;357,313;831.74
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;In-stream video;EUR;18 - 24;Female;457;610,051;1340.13
202501//Perwoll//Glam 2025//RethinkNew//Trueview;22091900857;In-stream video;EUR;45 - 54;Male;455;671,849;1182.4
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids;22149196223;In-stream video;EUR;25 - 34;Female;444;196,478;283.49
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCM_oKPI;22867060452;In-stream video;EUR;18 - 24;Male;442;408,137;458.43
T03_001594_HR_NFC_Q10DualActionSerum_AW_Jan25_Mar25_fullf_OMD_DigGR_influencer;22145754944;In-stream video;EUR;35 - 44;Female;429;312,653;927.09
T03_001505_HR_NME_Luminous630Moisturizer_AW_Feb25_Mar25_fullf_OMD_DigGR_KNOW - TrueView W;22199077804;In-stream video;EUR;35 - 44;Female;424;332,120;984.01
T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers;22339259423;In-stream video;EUR;25 - 34;Female;422;325,201;701.53
T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper;22601549246;In-stream video;EUR;35 - 44;Female;422;347,552;755.06
202501//Perwoll//Glam 2025//RethinkNew//Trueview;22091900857;In-stream video;EUR;18 - 24;Male;413;407,436;771.47
T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperYounger;22449249724;In-stream video;EUR;25 - 34;Female;409;254,169;492.2
T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom;22322350200;In-stream video;EUR;25 - 34;Female;402;159,227;556.77
202501//Perwoll//Glam 2025//RethinkNew//Trueview;22091900857;In-stream video;EUR;25 - 34;Male;399;669,652;1282.71
