Campaign;Campaign ID;Avg. impr. freq. / user;Unique users
McDonald's Trust II October 2025 (YT) - Bumper;23084692753;2.4;835,382
T03_001636_HR_NFC_CellularEpigenetics_AW_Sep25_Oct25_fullf_OMD_DigGR_VRC_oKPI;22911143511;3.4;778,537
McDonald's Maestro IV Sep - Oct 2025 (YT) - CPV;22982571265;2.1;332,113
McDonald's Snack Menu Sep - Oct 2025 (YT) - CPV;23000376953;1.7;302,023
McDonald's Employer Image IV - Young Adults - Nov - Dec 2025 (VVC) - CPV;23280469343;3.4;319,782
McDonald's McNuggets III Oct - Nov 2025 (YT) - Bumper;23128436618;2;688,860
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - CPV;23151653998;1.8;333,210
Nissan All range November 2025 - Performance Max;23213561896;;
McDonald's McDelivery AO Sep - Oct 2025 (YT) - Bumper;23061820288;1.7;544,820
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - Bumper;23062023277;1.8;511,777
202510//Ceresit//Ceresit Thermo Universal MULTI PRO;23099670393;4.4;480,700
McDonald's Sirious Winter December 2025 (YT) - CPV;23339715288;2.7;417,782
McDonald's MOP Sep - Nov 2025 (YT) - Bumper;23038275832;2;577,789
McDonald's McDelivery AO Nov 2025 (YT) - CPV;23204814416;1.9;251,482
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - CPV;23159917831;1.9;324,191
McDonald's Breakfast AO Sep - Dec 2025 (YT) - Bumper;23051177880;2.3;623,731
McDonald's Snack Menu Sep - Oct 2025 (YT) - Bumper;22994092464;1.7;735,881
202511//Ceresit//Ceresit Glue;23229615301;4.6;499,343
McDonald's Farmburger Oct - Nov 2025 (YT) - Bumper;23201466458;1.9;667,147
Zott Hungry Oct - Nov 2025 (YT) - Reach Mix;23053538297;3.9;965,252
McDonald's McDelivery x Glovo III Dec 2025 (YT) - Bumper;23359818609;1.4;477,604
McDonald's McNuggets III Oct - Nov 2025 (YT) - CPV;23128434905;1.9;352,852
McDonald's McDelivery x Glovo III Dec 2025 (YT) - CPV;23368942255;1.6;260,867
Zott Protein Sep - Oct 2025 (YT) - Bumper - CPM;23008688854;2.3;477,133
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - CPV;23117039682;1.9;289,878
McDonald's Coffee AO Sep - Dec 2025 (YT) - CPV;23057401193;2.4;397,418
McDonald's Snack Menu AO Oct - Nov 2025 (YT) - Bumper;23117041842;2.4;840,958
202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview;22530853916;1.3;150,468
T03_001636_HR_NFC_CellularEpigenetics_CO_Sep25_Oct25_fullf_OMD_DigGR_TrueView_oKPI;22928895972;1.6;273,226
McDonald's Maestro IV Sep - Oct 2025 (YT) - Bumper;22972236465;2.2;848,812
202512//Ceresit//Ceresit Expert;23348045715;4.1;415,884
McDonald's McDelivery x Glovo II Prime Oct 2025 (YT) - Bumper;23151658453;1.6;643,600
Nissan All range November 2025 (DN) - CPM;23209428377;8.8;1,364,326
McDonald's Snack Menu AO II Nov - Dec 2025 (YT) - CPV;23240243956;2.4;494,355
202509//Ceresit//CE&CS25//Brand Campaign;23035480243;4.3;380,038
Zott Protein Sep - Oct 2025 (YT) - TrueView - CPV;23008688560;4.2;420,142
McDonald's Fries December 2025 (YT) - Bumper;23305942254;2.2;784,771
McDonald's Happy Meal Playmobil December 2025 (YT) - Bumper;23351985054;1.3;373,671
McDonald's McDelivery Wolt II November 2025 (YT) - Bumper;23246559240;2.2;316,247
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - CPV;23084947105;2.7;444,972
202509//Ceresit//Ceresit CT19;23051949030;4.2;451,350
Zott Jogobella Sept - Oct 2025 (YT) - TrueView - CPV;23005394785;3.1;312,541
Zott Jogobella Sept - Oct 2025 (YT) - Bumper - CPM;23001363809;1.9;265,581
McDonald's Fries December 2025 (YT) - CPV;23315136637;2.7;430,876
McDonald's Happy Meal Playmobil December 2025 (YT) - CPV;23357095577;1.8;184,236
Nissan QQ Sep - Oct 2025 - Performance Max;23021710473;;
McDonald's Srijeda koja vrijedi više AO Sep - Oct (YT) - CPV;23062023805;1.4;163,849
T03_001630_HR_NDO_DermaControl(unisex)_AW_Aug25_Oct25_fullf_OMD_DigGR_VRCF_oKPI;22876405666;1.8;234,680
McDonald's Breakfast AO Sep - Dec 2025 (YT) - CPV;23051178150;2.4;406,692
McDonald's Coffee Monday II Oct - Dec 2025 (YT) - CPV;23156569103;2;333,627
McDonald's Snack Menu App Exclusive Oct - Dec 2025 (YT) - Bumper;23074917258;2.9;566,040
McDonald's Snack Menu AO III December 2025 (YT) - CPV;23334197017;1.8;260,044
McDonald's MOP Sep - Nov OSIJEK 2025 (YT) - CPV;23197204073;2.3;80,450
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - CPV;23080445477;1.9;211,357
McDonald's Adventski kalendar December 2025 (YT) - CPV;23310621005;2.5;454,796
McDonald's McDelivery AO Nov 2025 (YT) - Bumper;23199593493;1.6;443,857
McDonald's Sirious Winter December 2025 (YT) - Bumper;23344793168;2;732,681
Nissan QQ Sep - Oct 2025 (DN) - CPM;23027683820;6.6;1,000,481
McDonald's McDelivery Wolt II November 2025 (YT) - CPV;23246559597;2.3;169,343
McDonald's Dessert III Lotus Biscoff Oct - Nove 2025 (YT) - Bumper;23084523094;1.9;483,659
McDonald's Farmburger Oct - Nov 2025 (YT) - CPV;23201466461;1.8;212,092
McDonald's Srijeda koja vrijedi više Oct - Dec 2025 (YT) - Bumper;23150230785;2.8;700,437
