Campaign;Account;Campaign ID;Unique users;Avg. impr. freq. / user
Kaufland - Impuls - Kaufland Card - Blue Tuesday - Mar 2025 (DN) - CPC;Kaufland_Display_HR;22367806441;418,551;4.2
MUM5Jul24_SDA_SDARange_SDARange_Flight;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;21429004680;361,615;3.5
Kaufland - Impuls - Competition - NEO konkurencija Sinj - 100ti kupac - Dec-Jan 2024 (DN) - CPM;Kaufland_Display_HR;22052818761;364,760;6.2
202503//Got2b_STY Glued Off LX 25_OLV_16x9_15s_GluedTinted_Styling&ColorB&E_241122asv04FL2D_Global_V1//15sec//CPM//W18-34;CEE//HR//B//Hair Styling//got2b Styling//got2b;22296206877;365,453;2.4
202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Bumper;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22326129339;509,308;2
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22149196223;259,500;1.7
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22142822619;345,262;1.9
202501//Perwoll//Glam 2025//RethinkNew//Bumper;CEE//HR//L//SPD//Expressive Clothes//Perwoll;22081967688;1,414,231;4.1
GDN_GDN_Range_nd_Bosch Kuhaj zdravo_Promocija_HR;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;21975804918;962,522;11.1
Kaufland - Impuls - Competition - NEO konkurencija Vinkovci - 100ti kupac - Dec-Jan 2024 (DN) - CPM;Kaufland_Display_HR;22016705165;84,451;5.6
202502//Ceresit STOP//Activation Aero 360°//Aero 360°;CEE//HR//A//Humidity Absorbers//Trusted Building Competence//Ceresit Stop;22215726132;555,098;2.9
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//F35-54withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22142822616;235,319;1.9
Kaufland - Impuls - Other - Online katalog - Tjestenina i umaci - Feb-Mar 2025 (DN) - CPC;Kaufland_Display_HR;22253655013;504,875;4.8
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//ALL25-34;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22149196229;341,432;1.7
Demand_Gen_IndoorCleaning_VacuumCleaners_2024_Unlimited 7_HR;HR_Bosch_SDA_GDN_404Agency_EUR_AlwaysOn;21782237668;700,668;5.4
Kaufland - Impuls - CRM - 50 dana - 50 poklona - Jan-Mar 2025 (DN) - CPC;Kaufland_Display_HR;22100777516;581,349;4.5
202501//Bref//Power Active RL 24//Easier Way campaign//video//Bumper//F35-54withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22149196226;265,765;1.7
DemandGen_DishCare_Dishwashers__Finish_HR;HR_Bosch_MDA_GDN_404Agency_EUR_AlwaysOn;22152792419;783,683;7.8
202501//Bref//Power Active RL 24//Easier Way campaign//video//Trueview//ALL25-34withkids;CEE//HR//L//TWC//Clean & fresh toilet//Bref;22142822613;220,306;1.9
