Ad format	Campaign	Campaign ID	Avg. impr. freq. / user	Unique users
Bumper	202507//Bref//Power Active RL 24//Easier Way campaign//video//Bumper	22794974865	2.7	871,225
Skippable in-stream	T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC	22759159350	2.3	760,183
Bumper	T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC	22759159350	2.4	898,459
Shorts	T03_001637_HR_NFC_Q10UVSerum_AW_Jul25_Aug25_fullf_OMD_DigGR_VRC	22759159350	4.7	452,242
Shorts	T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Shorts	22710781375	4.4	472,098
Skippable in-stream	T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView	22707031568	5	1,235,248
Bumper	T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22701067602	5.7	1,267,375
Skippable in-stream	T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Trueview	22686046442	4.5	841,947
Skippable in-stream	T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView	22673212687	3.1	390,743
Bumper	T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22673043328	2.9	704,035
Non-skippable in-stream	202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview	22658175089	6.2	1,549,069
Bumper	T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22647377695	4.3	691,618
Shorts	T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts	22643794958	5.4	185,336
Non-skippable in-stream	202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Trueview	22642352104	4.4	1,095,935
Skippable in-stream	T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview	22642276246	2.8	768,229
Bumper	T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22642254895	3.2	834,000
Skippable in-stream	T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview	22637616678	3.5	662,643
Skippable in-stream	202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Bumper	22632678660	1.5	324,096
Bumper	202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Bumper	22632678660	3.6	1,489,721
Bumper	202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//Bumper	22629474629	2.4	978,109
Non-skippable in-stream	202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView	22629454076	2.7	823,307
Skippable in-stream	T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview	22609346806	2.8	799,397
Bumper	T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper	22605577634	3.1	915,208
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview	22601760185	2.9	331,351
Shorts	T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts	22601647835	3.5	138,426
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview	22601582282	1.5	246,025
Bumper	T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper	22601549246	1.7	275,860
Shorts	T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Shorts	22599321744	2.8	279,603
Bumper	202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper	22594603356	1.9	555,742
Non-skippable in-stream	202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Trueview	22594564050	2.4	421,730
Bumper	202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Bumper	22592918381	4	1,591,029
Non-skippable in-stream	202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Trueview	22592916878	4.1	1,166,159
Shorts	T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_Shorts	22551605888	2.9	38,024
