Ad format	Campaign	Campaign ID	Avg. impr. freq. / user	Unique users
Skippable in-stream	McDonald's McCrispy II April - May 2025 (YT) - CPV	22455842356	2.5	530,044
Skippable in-stream	DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.	22453368902	4	19,611
In-feed	DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.	22453368902	15.2	188,932
Shorts	DG_OMD_HR-HR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.4.-15.6.	22453368902	6.5	16,120
In-feed	McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper	22452503269	1.3	258,768
Bumper	McDonald's McDelivery Wolt Apr - May 2025 (YT) - Bumper	22452503269	1.4	327,933
In-feed	McDonald's McCrispy II April - May 2025 (YT) - Bumper	22452364523	2	575,004
Bumper	McDonald's McCrispy II April - May 2025 (YT) - Bumper	22452364523	2.6	759,641
In-feed	DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.	22449188365	7.6	360,111
Shorts	DG_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025.	22449188365	6.1	27,605
Skippable in-stream	VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025._2	22445866454	5	88,533
In-feed	VID_OMD_HR-HR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler 15.04.-15.06.2025._2	22445866454	1.4	4,473
Skippable in-stream	McDonald's McDelivery Wolt Apr - May 2025 (YT) - CPV	22442535963	1.9	366,253
In-feed	McDonald's McDelivery Apr - May 2025 (YT) - Bumper	22433488221	1.5	492,145
Bumper	McDonald's McDelivery Apr - May 2025 (YT) - Bumper	22433488221	1.8	643,743
Skippable in-stream	McDonald's McDelivery Apr - May 2025 (YT) - CPV	22433452242	2.4	575,463
Bumper	Zott Protein Apr - Jun 2025 (YT) - Bumper - CPM	22432580057	2.7	655,011
Shorts	Zott Protein Apr - Jun 2025 (YT) - Bumper - CPM	22432580057	2.6	126,780
Skippable in-stream	Zott Protein Apr - Jun 2025 (YT) - Trueview - CPV	22432560440	3.9	597,190
In-feed	Zott Protein Apr - Jun 2025 (YT) - Trueview - CPV	22432560440	3.2	240,065
Shorts	Zott Protein Apr - Jun 2025 (YT) - Trueview - CPV	22432560440	4.1	107,302
Skippable in-stream	VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025	22429388089	3.1	366,155
In-feed	VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025	22429388089	3.1	678,080
Bumper	VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025	22429388089	3.3	753,804
Shorts	VID_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025	22429388089	1.8	156,183
In-feed	DG_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025	22425862319	8.5	403,846
Shorts	DG_OMD_BA-BS_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025	22425862319	8.6	57,091
In-feed	DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.	22425796232	4.9	441,505
Shorts	DG_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.	22425796232	6.3	53,954
Skippable in-stream	VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.	22419253848	1.7	175,442
In-feed	VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.	22419253848	1.8	411,559
Bumper	VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.	22419253848	2.6	407,564
Shorts	VID_OMD_HR-HR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.	22419253848	1.6	121,889
Skippable in-stream	Awareness_CPM_Croatia_YouTube_Hidra_EquityI-YT-April-July2025	22418606613	2.3	965,665
In-feed	Awareness_CPM_Croatia_YouTube_Hidra_EquityI-YT-April-July2025	22418606613	2	313,717
Shorts	Awareness_CPM_Croatia_YouTube_Hidra_EquityI-YT-April-July2025	22418606613	3.5	559,474
Skippable in-stream	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.	22401314099	1.9	156,755
In-feed	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.	22401314099	1.8	415,922
Bumper	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.	22401314099	3	479,913
Shorts	VID_OMD_HR-HR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_1.4.-30.5.	22401314099	2.2	224,642
Skippable in-stream	fungilac_march_2025_youtube_fc_cpm	22397772365	6.8	451,927
Bumper	Zott Jogobella Mar - Apr 2025 (YT) - Bumper - CPM	22364179833	1.5	296,699
Skippable in-stream	Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV	22364175495	2.3	198,161
In-feed	Zott Jogobella Mar - Apr 2025 (YT) - TrueView - CPV	22364175495	2.3	94,403
Skippable in-stream	reflustat_march_2025_youtube_fc_cpm	22357797015	4.8	468,856
Bumper	reflustat_march_2025_youtube_fc_cpm	22357797015	6.5	597,480
Skippable in-stream	VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22306114256	1.6	138,628
In-feed	VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22306114256	1.1	14,810
Shorts	VID_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22306114256	1.4	74,265
In-feed	DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22299667824	5.2	180,574
Shorts	DG_OMD_HR-HR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.	22299667824	7.6	27,646
Skippable in-stream	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22255099322	1.6	264,476
In-feed	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22255099322	1.4	29,880
Shorts	VID_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22255099322	1.9	124,348
In-feed	DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22248624606	3.2	273,117
Shorts	DG_OMD_HR-HR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.	22248624606	4.3	27,575
Shorts	T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Shorts	22710781375	1.1	42,601
Skippable in-stream	T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView	22707031568	1.1	101,503
Bumper	T03_001487_HR_NME_MensCareVariousProducts_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22701067602	1.4	119,505
Skippable in-stream	T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Trueview	22686046442	2.1	386,343
Skippable in-stream	T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_TrueView	22673212687	2.1	120,341
Bumper	T03_001632_HR_NFC_CellularSerumRange_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22673043328	1.7	257,787
Non-skippable in-stream	202505//Perwoll//Perwoll_FCA Touch of New B 25//Touch of New//Trueview	22658175089	2.7	762,177
Bumper	T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22647377695	2	336,753
Shorts	T03_001642_HR_NFC_Luminous630Glow_CO_Jun25_Aug25_fullf_OMD_DigGR_Shorts	22643794958	3.1	81,602
Non-skippable in-stream	202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Trueview	22642352104	2.6	616,136
Skippable in-stream	T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview	22642276246	1.6	356,441
Bumper	T03_000033_HR_NCR_Soft_AW_Jun25_Aug25_fullf_OMD_DigGR_Bumper	22642254895	1.7	408,131
Skippable in-stream	T03_001642_HR_NFC_Luminous630Glow_AW_Jun25_Aug25_fullf_OMD_DigGR_Trueview	22637616678	1.8	308,971
Skippable in-stream	202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Bumper	22632678660	1.1	38,178
Bumper	202505//Syoss Care//Syoss_CAR Keratin RL 25//Syoss_CAR Keratin RL 25//video//Bumper	22632678660	2.5	635,126
Bumper	202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//Bumper	22629474629	2.3	553,174
Non-skippable in-stream	202506//Gliss//Gliss_CAR Liquid Silk LX 24//Gliss_CAR Liquid Silk LX//video//TrueView	22629454076	2.2	526,883
Skippable in-stream	T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview	22609346806	3.7	970,247
Bumper	T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper	22605577634	3.3	599,563
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Trueview	22601760185	3	281,212
Shorts	T03_000286_HR_NFL_MicellarExtra_CO_Jun25_Jul25_fullf_OMD_DigGR_Shorts	22601647835	4.1	139,815
Skippable in-stream	T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Trueview	22601582282	1.4	229,666
Bumper	T03_000286_HR_NFL_MicellarExtra_AW_Jun25_Jul25_fullf_OMD_DigGR_Bumper	22601549246	1.6	263,540
Shorts	T03_000031_HR_NBD_Q10Firming_AW_Jun25_Jul25_fullf_OMD_DigGR_Shorts	22599321744	3.2	353,185
Bumper	202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Bumper	22594603356	2.1	292,394
Non-skippable in-stream	202505//Syoss Styling//Syoss_MBR Keratin RL 25//Syoss_MBR Keratin RL 25//video//Trueview	22594564050	2.1	318,356
Bumper	202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Bumper	22592918381	3	955,856
Non-skippable in-stream	202505//Persil//Persil_FCN YAGYB ANZ & EU B 25//YAGYB ANZ & EU//video//Trueview	22592916878	3.5	763,114
Shorts	T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_Shorts	22551605888	4.7	86,971
Bumper	T03_000098_HR_NSU_ProtectMoisture_AW_May25_Jul25_fullf_OMD_DigGR_Bumper	22551416534	3.3	382,153
Skippable in-stream	T03_000098_HR_NSU_ProtectMoisture_CO_May25_Jul25_fullf_OMD_DigGR_TrueView	22545157905	3.1	398,110
Bumper	202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Bumper	22533691090	2.9	744,888
Non-skippable in-stream	202504//Syoss Color//Syoss_COL Keratin RL 25//Syoss_COL Keratin RL 25//video//Trueview	22533659230	3.4	710,249
Non-skippable in-stream	202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Trueview	22530853916	3	599,079
Bumper	202505//Schauma//Schauma_CAR Long Hair B 25//Schauma_CAR Long Hair B 25//video//Bumper	22524522930	2.8	642,739
Bumper	202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//Bumper	22489976397	3.2	765,168
Non-skippable in-stream	202504//Gliss//Gliss_CAR FH Wonder EU B 25//Gliss_CAR FH Wonder EU B 25//video//TrueView	22484022653	3.3	793,120
Bumper	T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperYounger	22449249724	2.1	261,496
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder	22445951240	3.9	366,435
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueViewYounger	22445914925	4.2	448,535
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueViewOlder	22439426145	3.5	116,050
Skippable in-stream	T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueViewYounger	22439414346	3.2	154,742
Bumper	T03_001594_HR_NFC_Q10DualActionSerum_AW_Apr25_Jun25_fullf_OMD_DigGR_BumperOlder	22439393505	1.9	219,521
Skippable in-stream	T03_000033_HR_NCR_Soft_CO_Apr25_Jun25_fullf_OMD_DigGR_TrueView	22429642072	4	785,803
Bumper	T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_Bumper	22429432504	4.6	956,955
Skippable in-stream	T03_000033_HR_NCR_Soft_AW_Apr25_Jun25_fullf_OMD_DigGR_TrueView	22419536577	4	823,987
Bumper	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Male	22366950856	1.2	179,738
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male	22366896424	1.8	74,984
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female	22363752698	1.9	201,023
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_CO_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Male	22363394816	2	223,478
Skippable in-stream	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Trueview - Female	22363265963	1.6	70,737
Bumper	T03_000158_HR_NDO_BW(unisex)_AW_Mar25_Apr25_fullf_OMD_DigGR_Bumper - Female	22356921765	1.3	145,069
Skippable in-stream	T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_TrueView	22343045254	2.8	271,056
Skippable in-stream	T03_001506_HR_NBD_Luminous630Body_CO_Mar25_May25_fullf_OMD_DigGR_TrueView	22339436384	3.3	219,192
Skippable in-stream	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Trueview	22339414513	3.8	563,105
Bumper	T03_001506_HR_NBD_Luminous630Body_AW_Mar25_May25_fullf_OMD_DigGR_Bumpers	22339259423	2	376,456
Non-skippable in-stream	202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Trueview	22332695936	3.8	816,159
Skippable in-stream	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC	22329610038	2.6	333,468
In-feed	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC	22329610038	1.9	182,016
Shorts	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Influenceri - VVC	22329610038	3.7	219,882
Bumper	T03_001632_HR_NFC_CellularSerumRange_AW_Mar25_May25_fullf_OMD_DigGR_Bumper	22329334281	4.7	845,994
Non-skippable in-stream	T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable In-market	22328795888	3.3	737,960
Shorts	T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Shorts	22328716745	3.8	99,181
Bumper	202503//Bref//TWC Cat Growth CX 24//Consumption campaign//video//Bumper	22326129339	3.6	1,004,378
Non-skippable in-stream	T03_000085_HR_NSU_UVFace_CO_Mar25_May25_fullf_OMD_DigGR_Nonskippable Custom	22322350200	1.5	142,625
Bumper	T03_000085_HR_NSU_UVFace_AW_Mar25_May25_fullf_OMD_DigGR_Bumper	22322179083	3.8	845,368
Skippable in-stream	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview	22249484069	1.8	295,232
In-feed	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview	22249484069	1.4	47,541
Shorts	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_trueview	22249484069	1.6	28,542
Skippable in-stream	T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na	22245320049	1.9	262,866
In-feed	T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na	22245320049	1.4	40,035
Shorts	T03_000227_HR_NFC_CellularLuminous630_CO_Feb25_Apr25_fullf_OMD_DigGR_na	22245320049	1.9	66,472
Bumper	T03_000227_HR_NFC_CellularLuminous630_AW_Feb25_Apr25_fullf_OMD_DigGR_bumper	22243238376	1.9	425,760
Bumper	202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Bumper	22142591754	1.5	317,561
Non-skippable in-stream	202501//Syoss Color//SK Color Oleo Intense 2024//SK Color Oleo Intense 2024//video//Trueview	22142591751	1.8	264,373
Non-skippable in-stream	202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-54 - Couple	22136208178	1.8	479,835
Non-skippable in-stream	202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W35-54 - Kitman	22132437335	1.9	424,231
Non-skippable in-stream	202501//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview//W25-34 - Consultant	22126220538	2.2	358,587
Bumper	202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Bumper	22088715767	1.4	221,604
Non-skippable in-stream	202501//Syoss Care//Syoss Care Masterbrand Intense Plex 2024//Launch Syoss Care Masterbrand Intense Plex 2024//video//Trueview	22082564343	1.6	177,029
Bumper	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Bumper//W25-54	22082451351	3.2	1,213,142
Non-skippable in-stream	202501//Somat//Somat Excellence Premium 5in1//5in1 Cap - Life happens//video//Trueview//W25-54	22082345952	3.3	1,042,468
In-feed	Volkswagen PHEV Jun-Aug 2025 (DG) - CPC	22719192229	2	187,803
Shorts	Volkswagen PHEV Jun-Aug 2025 (DG) - CPC	22719192229	4.1	60,246
Skippable in-stream	Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM	22718937352	1.2	140,411
In-feed	Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM	22718937352	1.1	70,507
Shorts	Volkswagen PHEV Jun-Aug 2025 (YT) - Reach Mix - CPM	22718937352	1.2	97,807
Bumper	202506//Weisser Riese//Re-imagine Scent_Deo Fresh//Laundry Monster//video//Bumper	22623704862	2.5	441,840
Non-skippable in-stream	202506//Weisser Riese//Re-imagine Scent_Deo Fresh//Laundry Monster//video//Trueview	22623626124	2.3	512,530
Skippable in-stream	Cupra Formentor PHEV - May - Jun 2025 (YT) - CPM	22596525244	2.6	885,986
In-feed	Cupra Formentor PHEV - May - Jun 2025 (YT) - CPM	22596525244	1.6	474,434
Shorts	Cupra Formentor PHEV - May - Jun 2025 (YT) - CPM	22596525244	2.3	395,260
In-feed	Cupra Formentor PHEV - May - Jun 2025 (DG) - CPC	22586352378	7.5	827,268
In-feed	Škoda Kodiaq May-Jun 2025 (DG) - CPC	22562758033	5.7	318,960
Shorts	Škoda Kodiaq May-Jun 2025 (DG) - CPC	22562758033	5.7	65,167
Skippable in-stream	Škoda Kodiaq May-Jun 2025 (YT) - CPM	22559093276	3.1	717,644
In-feed	Škoda Kodiaq May-Jun 2025 (YT) - CPM	22559093276	2.1	412,999
Skippable in-stream	Škoda Superb May-Jun 2025 (YT) - CPM	22553114580	3.1	715,171
In-feed	Škoda Superb May-Jun 2025 (YT) - CPM	22553114580	2	430,669
In-feed	Škoda Superb May-Jun 2025 (DG) - CPC	22553033214	6.2	339,439
Shorts	Škoda Superb May-Jun 2025 (DG) - CPC	22553033214	5.5	57,303
In-feed	Cupra Formentor PHEV II - May 2025 (DG) - CPC	22536061637	7.5	438,113
Skippable in-stream	Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM	22470418028	2	477,822
In-feed	Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM	22470418028	2	723,122
Bumper	Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM	22470418028	2.7	795,574
Shorts	Škoda Elroq Apr - May 2025 (YT) - Reach Mix - CPM	22470418028	3.3	532,326
In-feed	Škoda Elroq Apr - May 2025 (DG) - CPC	22470193148	5.4	623,235
Shorts	Škoda Elroq Apr - May 2025 (DG) - CPC	22470193148	3.9	95,765
In-feed	Škoda Servisni paketi - Ulje Apr - May 2025 (DG) - CPC	22425339566	5.2	367,552
Shorts	Škoda Servisni paketi - Ulje Apr - May 2025 (DG) - CPC	22425339566	3.5	98,829
In-feed	Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC	22418687457	5.5	438,995
Shorts	Volkswagen Servisni paketi - Ulje Apr - May 2025 (DG) - CPC	22418687457	4.6	101,452
Skippable in-stream	Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM	22415374749	2.1	347,360
In-feed	Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM	22415374749	1.9	579,931
Bumper	Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM	22415374749	2.6	815,348
Shorts	Volkswagen Tayron - April/May 2025 (YT) - Reach Mix - CPM	22415374749	2.1	205,969
In-feed	Volkswagen Tayron - April/May 2025 (DG) - CPC	22414635975	10.9	650,861
Shorts	Volkswagen Tayron - April/May 2025 (DG) - CPC	22414635975	6.3	52,426
Skippable in-stream	Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM	22402283892	1.7	287,481
In-feed	Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM	22402283892	1.5	557,373
Bumper	Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM	22402283892	2.1	851,384
Shorts	Volkswagen Transporter Apr-May 2025 (YT) - Reach Mix - CPM	22402283892	2.6	527,623
In-feed	Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC	22397389919	4.8	378,324
Shorts	Škoda Servisni paketi - Metlice Apr - May 2025 (DG) - CPC	22397389919	5.4	133,748
In-feed	Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC	22391036373	6.5	429,398
Shorts	Volkswagen Servisni paketi - Metlice Apr - May 2025 (DG) - CPC	22391036373	3.4	75,219
In-feed	Seat Ulje Apr - May 2025 (DG) - CPC	22379063754	3.6	223,571
Shorts	Seat Ulje Apr - May 2025 (DG) - CPC	22379063754	5.9	70,818
In-feed	Seat Metlice Apr - May 2025 (DG) - CPC	22379011626	3.5	275,561
Shorts	Seat Metlice Apr - May 2025 (DG) - CPC	22379011626	3.8	60,311
In-feed	Seat Gume Mar - Apr 2025 (DG) - CPC	22371337385	3.3	267,405
Shorts	Seat Gume Mar - Apr 2025 (DG) - CPC	22371337385	4	52,503
In-feed	Škoda Gume Mar - Apr 2025 (DG) - CPC	22364219038	3.3	401,707
Shorts	Škoda Gume Mar - Apr 2025 (DG) - CPC	22364219038	6.2	146,844
In-feed	Volkswagen Gume Mar - Apr 2025 (DG) - CPC	22360534505	3.2	482,514
Shorts	Volkswagen Gume Mar - Apr 2025 (DG) - CPC	22360534505	5.3	81,078
In-feed	Cupra Formentor PHEV - Mar-Apr 2025 (DG) - CPC	22359572836	4.9	360,626
