Ad format	Campaign	Campaign ID	Avg. impr. freq. / user	Unique users
Skippable in-stream	Demand_Gen_IndoorCleaning_VacuumCleaners_2024_Unlimited 7_HR	21782237668	3.2	129,865
In-feed	Demand_Gen_IndoorCleaning_VacuumCleaners_2024_Unlimited 7_HR	21782237668	4.8	674,719
Shorts	Demand_Gen_IndoorCleaning_VacuumCleaners_2024_Unlimited 7_HR	21782237668	5	30,114
Skippable in-stream	Demand_Gen_LaundryCare_WashingMachines_Perilice_Sušilice_2024__HR_EUR	21768225276	5.9	246,621
In-feed	Demand_Gen_LaundryCare_WashingMachines_Perilice_Sušilice_2024__HR_EUR	21768225276	3.1	326,236
Shorts	Demand_Gen_LaundryCare_WashingMachines_Perilice_Sušilice_2024__HR_EUR	21768225276	4.1	9,603
Skippable in-stream	MUM5Jul24_SDA_SDARange_SDARange_Flight	21429004680	2.8	10,397
In-feed	MUM5Jul24_SDA_SDARange_SDARange_Flight	21429004680	3.3	357,576
Shorts	MUM5Jul24_SDA_SDARange_SDARange_Flight	21429004680	4.1	11,641
In-feed	SLO - Lonci&Poklopci - Feb 2024 (Discovery) - CPA	20878469968	2.9	51,748
Shorts	SLO - Lonci&Poklopci - Feb 2024 (Discovery) - CPA	20878469968	2	2,622
