Ad format;Campaign;Campaign ID;Clicks;Impr.;Cost;Conversions
Shorts;Zott Monte Ice Cream May - Jul 2024 (YT) - Bumper - CPM;21235184864;0;0;0;0
Skippable in-stream;McDonald's HM Wiltopia Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21235086386;0;0;0;0
In-feed;McDonald's HM Wiltopia Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21235086386;0;0;0;0
Bumper;McDonald's HM Wiltopia Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21235086386;0;0;0;0
Shorts;McDonald's HM Wiltopia Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21235086386;0;0;0;0
Skippable in-stream;McDonald's Maestro II Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21209935371;0;0;0;0
In-feed;McDonald's Maestro II Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21209935371;0;0;0;0
Bumper;McDonald's Maestro II Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21209935371;0;0;0;0
Shorts;McDonald's Maestro II Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21209935371;0;0;0;0
Skippable in-stream;202404//Tiling Pro//Ceresit//Etics//YTB;21208639099;0;0;0;0
In-feed;202404//Tiling Pro//Ceresit//Etics//YTB;21208639099;0;0;0;0
Shorts;202404//Tiling Pro//Ceresit//Etics//YTB;21208639099;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravelInfluenceri;21197902761;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravelInfluenceri;21197902761;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravelInfluenceri;21197902761;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewFashionInfluenceri;21197760465;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewFashionInfluenceri;21197760465;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewFashionInfluenceri;21197760465;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Travel;21194094208;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Travel;21194094208;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Travel;21194094208;0;0;0;0
Skippable in-stream;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_preroll 2;21193849903;0;0;0;0
Skippable in-stream;McDonald's Trust I Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21193314604;0;0;0;0
In-feed;McDonald's Trust I Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21193314604;0;0;0;0
Bumper;McDonald's Trust I Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21193314604;0;0;0;0
Shorts;McDonald's Trust I Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21193314604;0;0;0;0
Bumper;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_BumperTravel;21190715999;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Fashion;21190647776;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Fashion;21190647776;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_CO_Apr24_Jun24_fullf_OMD_Thruview Fashion;21190647776;0;0;0;0
Skippable in-stream;McDonald's Baci Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21186235102;0;0;0;0
In-feed;McDonald's Baci Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21186235102;0;0;0;0
Bumper;McDonald's Baci Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21186235102;0;0;0;0
Shorts;McDonald's Baci Apr - May 2024 (YT) - Reach Mix 2.0 - CPM;21186235102;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravel;21183589098;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravel;21183589098;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewTravel;21183589098;0;0;0;0
Bumper;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_BumperFashion;21183555543;0;0;0;0
Skippable in-stream;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewFashion;21183526458;0;0;0;0
In-feed;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewFashion;21183526458;0;0;0;0
Shorts;T03_001506_HR_NBD_Luminous630Body_AW_Apr24_Jun24_fullf_OMD_ThruviewFashion;21183526458;0;0;0;0
Skippable in-stream;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Influenceri;21182880717;0;0;0;0
In-feed;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Influenceri;21182880717;0;0;0;0
Shorts;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Influenceri;21182880717;0;0;0;0
Bumper;202404//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Bumper;21182018626;0;0;0;0
Skippable in-stream;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Influenceri;21178106377;0;0;0;0
In-feed;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Influenceri;21178106377;0;0;0;0
Shorts;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Influenceri;21178106377;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Trueview Young;21173629150;0;0;0;0
Non-skippable in-stream;202404//Persil//Persil You Always Give Your Best//Persil You Always Give Your Best//video//Trueview;21171610221;0;0;0;0
Skippable in-stream;Zott Jogobella Apr - May 2024 (YT) - TrueView - CPV;21171322226;0;0;0;0
In-feed;Zott Jogobella Apr - May 2024 (YT) - TrueView - CPV;21171322226;0;0;0;0
Shorts;Zott Jogobella Apr - May 2024 (YT) - TrueView - CPV;21171322226;0;0;0;0
Bumper;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Bumper Young;21170157242;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Trueview Old;21170148164;0;0;0;0
Bumper;T03_000161_HR_NFC_CellularExpertLift_AW_Apr24_Jun24_fullf_OMD_Bumper Old;21170141696;0;0;0;0
Bumper;Zott Jogobella Apr - May 2024 (YT) - Bumper - CPM;21164370684;0;0;0;0
Non-skippable in-stream;202404//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21160011980;0;0;0;0
Skippable in-stream;McDonald's Yugioh HM April 2024 (YT) - Reach Mix 2.0 - CPM;21153657744;0;0;0;0
In-feed;McDonald's Yugioh HM April 2024 (YT) - Reach Mix 2.0 - CPM;21153657744;0;0;0;0
Bumper;McDonald's Yugioh HM April 2024 (YT) - Reach Mix 2.0 - CPM;21153657744;0;0;0;0
Shorts;McDonald's Yugioh HM April 2024 (YT) - Reach Mix 2.0 - CPM;21153657744;0;0;0;0
Bumper;202404//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21153129321;0;0;0;0
Skippable in-stream;McDonald's McCafe I April 2024 (YT) - Reach Mix 2.0 - CPM;21151044203;0;0;0;0
In-feed;McDonald's McCafe I April 2024 (YT) - Reach Mix 2.0 - CPM;21151044203;0;0;0;0
Bumper;McDonald's McCafe I April 2024 (YT) - Reach Mix 2.0 - CPM;21151044203;0;0;0;0
Skippable in-stream;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145899118;0;0;0;0
In-feed;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145899118;0;0;0;0
Shorts;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145899118;0;0;0;0
Bumper;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_BumperHealth;21145882492;0;0;0;0
Skippable in-stream;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_TrueviewHealth;21145868815;0;0;0;0
Skippable in-stream;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewBeauty;21142442804;0;0;0;0
In-feed;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewBeauty;21142442804;0;0;0;0
Shorts;T03_000085_HR_NSU_UVFace_CO_Apr24_Jul24_fullf_OMD_TrueviewBeauty;21142442804;0;0;0;0
Skippable in-stream;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_TrueviewBeauty;21142405598;0;0;0;0
Skippable in-stream;Zott Protein Apr - May 2024 (YT) - TrueView - CPV;21142188170;0;0;0;0
In-feed;Zott Protein Apr - May 2024 (YT) - TrueView - CPV;21142188170;0;0;0;0
Shorts;Zott Protein Apr - May 2024 (YT) - TrueView - CPV;21142188170;0;0;0;0
Bumper;Zott Protein Apr - May 2024 (YT) - Bumper - CPM;21142125311;0;0;0;0
Skippable in-stream;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_influenceri;21139728938;0;0;0;0
In-feed;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_influenceri;21139728938;0;0;0;0
Shorts;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_influenceri;21139728938;0;0;0;0
Bumper;T03_000085_HR_NSU_UVFace_AW_Apr24_Jul24_fullf_OMD_BumperBeauty;21135559575;0;0;0;0
Skippable in-stream;McDonald's Anime Mar - Apr 2024 (YT) - Reach Mix 2.0 - CPM;21113656512;0;0;0;0
In-feed;McDonald's Anime Mar - Apr 2024 (YT) - Reach Mix 2.0 - CPM;21113656512;0;0;0;0
Bumper;McDonald's Anime Mar - Apr 2024 (YT) - Reach Mix 2.0 - CPM;21113656512;0;0;0;0
Shorts;McDonald's Anime Mar - Apr 2024 (YT) - Reach Mix 2.0 - CPM;21113656512;0;0;0;0
Skippable in-stream;McDonald's Royal Cheese March 2024 (YT) - Reach Mix 2.0 - CPM;21095071657;0;0;0;0
In-feed;McDonald's Royal Cheese March 2024 (YT) - Reach Mix 2.0 - CPM;21095071657;0;0;0;0
Bumper;McDonald's Royal Cheese March 2024 (YT) - Reach Mix 2.0 - CPM;21095071657;0;0;0;0
Shorts;McDonald's Royal Cheese March 2024 (YT) - Reach Mix 2.0 - CPM;21095071657;0;0;0;0
Skippable in-stream;McDonald's HM Multiverse March 2024 (YT) - Reach Mix 2.0 - CPM;21085763264;0;0;0;0
In-feed;McDonald's HM Multiverse March 2024 (YT) - Reach Mix 2.0 - CPM;21085763264;0;0;0;0
Bumper;McDonald's HM Multiverse March 2024 (YT) - Reach Mix 2.0 - CPM;21085763264;0;0;0;0
Shorts;McDonald's HM Multiverse March 2024 (YT) - Reach Mix 2.0 - CPM;21085763264;0;0;0;0
Bumper;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Bumper;21085213608;0;0;0;0
Skippable in-stream;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Trueview;21085197531;0;0;0;0
In-feed;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Trueview;21085197531;0;0;0;0
Shorts;T03_001505_HR_NME_Luminous630Moisturizer_AW_Mar24_May24_fullf_OMD_Trueview;21085197531;0;0;0;0
Bumper;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Bumper;21082440947;0;0;0;0
Skippable in-stream;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Trueview;21082374152;0;0;0;0
In-feed;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Trueview;21082374152;0;0;0;0
Shorts;T03_000052_HR_NFC_CellularExpertFiller_AW_Mar24_May24_fullf_OMD_Trueview;21082374152;0;0;0;0
Bumper;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_bumper;21079205929;0;0;0;0
Skippable in-stream;T03_001535_HR_NFL_DermaSkinClear_AW_Mar24_May24_fullf_OMD_preroll;21079178299;0;0;0;0
Non-skippable in-stream;202403//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Trueview;21077024768;0;0;0;0
Skippable in-stream;McDonald's McDelivery I March 2024 (YT) - Reach Mix 2.0 - CPM;21076008426;0;0;0;0
In-feed;McDonald's McDelivery I March 2024 (YT) - Reach Mix 2.0 - CPM;21076008426;0;0;0;0
Bumper;McDonald's McDelivery I March 2024 (YT) - Reach Mix 2.0 - CPM;21076008426;0;0;0;0
Shorts;McDonald's McDelivery I March 2024 (YT) - Reach Mix 2.0 - CPM;21076008426;0;0;0;0
Bumper;202403//Schauma//Schauma Brand Relaunch 2022//Brand Relaunch Schauma 2022//video//Bumper;21070172139;0;0;0;0
Skippable in-stream;Zott Jogobella March 2024 (YT) - TrueView - CPV;21069565369;0;0;0;0
Bumper;Zott Jogobella March 2024 (YT) - Bumper - CPM;21066418034;0;0;0;0
Skippable in-stream;McDonald's Family I March 2024 (YT) - Reach Mix 2.0 - CPM;21066378201;0;0;0;0
In-feed;McDonald's Family I March 2024 (YT) - Reach Mix 2.0 - CPM;21066378201;0;0;0;0
Bumper;McDonald's Family I March 2024 (YT) - Reach Mix 2.0 - CPM;21066378201;0;0;0;0
Shorts;McDonald's Family I March 2024 (YT) - Reach Mix 2.0 - CPM;21066378201;0;0;0;0
Skippable in-stream;T03_000717_HR_NIV_Promotion_CO_Mar24_Mar24_fullf_OMD_DemandGen;21057227751;0;0;0;0
In-feed;T03_000717_HR_NIV_Promotion_CO_Mar24_Mar24_fullf_OMD_DemandGen;21057227751;0;0;0;0
Shorts;T03_000717_HR_NIV_Promotion_CO_Mar24_Mar24_fullf_OMD_DemandGen;21057227751;0;0;0;0
Skippable in-stream;McDonald's McDelivery Wolt Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21047634648;0;0;0;0
In-feed;McDonald's McDelivery Wolt Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21047634648;0;0;0;0
Bumper;T03_001210_HR_NFC_CellularConcealer_AW_Feb24_Mar24_fullf_OMD_Bumper;21042683168;0;0;0;0
Skippable in-stream;T03_001210_HR_NFC_CellularConcealer_AW_Feb24_Mar24_fullf_OMD_Preroll;21036060222;0;0;0;0
Skippable in-stream;McDonald's McCrispy I Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21034766378;0;0;0;0
In-feed;McDonald's McCrispy I Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21034766378;0;0;0;0
Bumper;McDonald's McCrispy I Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21034766378;0;0;0;0
Shorts;McDonald's McCrispy I Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21034766378;0;0;0;0
Skippable in-stream;T03_000055_HR_NBD_BodyMilk_AW_Feb24_Apr24_fullf_OMD_Preroll;21032099983;0;0;0;0
Bumper;T03_000055_HR_NBD_BodyMilk_AW_Feb24_Apr24_fullf_OMD_Bumper;21021992391;0;0;0;0
Skippable in-stream;McDonald's Maestro I Bacon Burgers Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21000794842;0;0;0;0
In-feed;McDonald's Maestro I Bacon Burgers Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21000794842;0;0;0;0
Bumper;McDonald's Maestro I Bacon Burgers Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21000794842;0;0;0;0
Shorts;McDonald's Maestro I Bacon Burgers Feb - Mar 2024 (YT) - Reach Mix 2.0 - CPM;21000794842;0;0;0;0
Bumper;T03_000454_HR_NCR_BlueTin_AW_Feb24_Mar24_fullf_OMD_Bumper;20991633065;0;0;0;0
Skippable in-stream;T03_000454_HR_NCR_BlueTin_CO_Feb24_Mar24_fullf_OMD_TrueView;20984903514;0;0;0;0
Skippable in-stream;T03_000454_HR_NCR_BlueTin_AW_Feb24_Mar24_fullf_OMD_TrueView;20984877048;0;0;0;0
Bumper;T03_000158_HR_NDO_BW(unisex)_AW_Jan24_Mar24_fullf_OMD_Bumper;20984350510;0;0;0;0
Skippable in-stream;T03_000158_HR_NDO_BW(unisex)_AW_Jan24_Mar24_fullf_OMD_Thruview;20981001596;0;0;0;0
Skippable in-stream;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollOldinfluenceri;20976715566;0;0;0;0
In-feed;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollOldinfluenceri;20976715566;0;0;0;0
Shorts;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollOldinfluenceri;20976715566;0;0;0;0
Bumper;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_BumperOld;20976118783;0;0;0;0
Skippable in-stream;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollOld;20976118780;0;0;0;0
Skippable in-stream;T03_000227_HR_NFC_CellularLuminous630_CO_Jan24_Apr24_fullf_OMD_PrerollOld;20976118732;0;0;0;0
Skippable in-stream;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_PrerollYoung;20976118546;0;0;0;0
Skippable in-stream;T03_000227_HR_NFC_CellularLuminous630_CO_Jan24_Apr24_fullf_OMD_PrerollYoung;20972762846;0;0;0;0
Bumper;T03_000227_HR_NFC_CellularLuminous630_AW_Jan24_Apr24_fullf_OMD_BumperYoung;20966295018;0;0;0;0
Skippable in-stream;McDonald's HM Sonic Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20961288439;0;0;0;0
In-feed;McDonald's HM Sonic Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20961288439;0;0;0;0
Bumper;McDonald's HM Sonic Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20961288439;0;0;0;0
Shorts;McDonald's HM Sonic Jan - Feb 2024 (YT) - Reach Mix 2.0 - CPM;20961288439;0;0;0;0
Skippable in-stream;McDonald's Employer Image I Jan - Feb 2024 (DG) - CPC;20956767486;0;0;0;0
In-feed;McDonald's Employer Image I Jan - Feb 2024 (DG) - CPC;20956767486;0;0;0;0
Shorts;McDonald's Employer Image I Jan - Feb 2024 (DG) - CPC;20956767486;0;0;0;0
Skippable in-stream;McDonald's Employer Image Jan - June 2024 (DG) - CPC;20949689170;0;0;0;0
In-feed;McDonald's Employer Image Jan - June 2024 (DG) - CPC;20949689170;0;0;0;0
Shorts;McDonald's Employer Image Jan - June 2024 (DG) - CPC;20949689170;0;0;0;0
Skippable in-stream;McDonald's McDelivery AO Jan - Mar 2024 (YT) - Reach Mix 2.0 - CPM;20949613411;0;0;0;0
In-feed;McDonald's McDelivery AO Jan - Mar 2024 (YT) - Reach Mix 2.0 - CPM;20949613411;0;0;0;0
Bumper;McDonald's McDelivery AO Jan - Mar 2024 (YT) - Reach Mix 2.0 - CPM;20949613411;0;0;0;0
Shorts;McDonald's McDelivery AO Jan - Mar 2024 (YT) - Reach Mix 2.0 - CPM;20949613411;0;0;0;0
Bumper;Zott Jogobella Jan - Feb 2024 (YT) - Bumper - CPM;20949268765;0;0;0;0
Skippable in-stream;Zott Jogobella Jan - Feb 2024 (YT) - TrueView - CPV;20949254299;0;0;0;0
Skippable in-stream;Zott Monte Jan - Feb 2024 (YT) - CPV;20949198376;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_CO_Jan24_Mar24_fullf_OMD_TrueviewInfluenceri;20930488225;0;0;0;0
In-feed;T03_000161_HR_NFC_CellularExpertLift_CO_Jan24_Mar24_fullf_OMD_TrueviewInfluenceri;20930488225;0;0;0;0
Shorts;T03_000161_HR_NFC_CellularExpertLift_CO_Jan24_Mar24_fullf_OMD_TrueviewInfluenceri;20930488225;0;0;0;0
Bumper;T03_000161_HR_NFC_CellularExpertLift_AW_Jan24_Mar24_fullf_OMD_Bumper;20930484856;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_CellularExpertLift_AW_Jan24_Mar24_fullf_OMD_Trueview;20930420101;0;0;0;0
Skippable in-stream;Zott Protein Jan - Feb 2024 (YT) - TrueView - CPV;20921270362;0;0;0;0
Skippable in-stream;McDonald's Breakfast AO Jan - June 2024 (YT) - Reach Mix 2.0 - CPM;20919976065;0;0;0;0
In-feed;McDonald's Breakfast AO Jan - June 2024 (YT) - Reach Mix 2.0 - CPM;20919976065;0;0;0;0
Bumper;McDonald's Breakfast AO Jan - June 2024 (YT) - Reach Mix 2.0 - CPM;20919976065;0;0;0;0
Skippable in-stream;McDonald's 1+1 January 2024. (YT) - Reach Mix 2.0 - CPM;20919496530;0;0;0;0
In-feed;McDonald's 1+1 January 2024. (YT) - Reach Mix 2.0 - CPM;20919496530;0;0;0;0
Bumper;McDonald's 1+1 January 2024. (YT) - Reach Mix 2.0 - CPM;20919496530;0;0;0;0
Shorts;McDonald's 1+1 January 2024. (YT) - Reach Mix 2.0 - CPM;20919496530;0;0;0;0
Non-skippable in-stream;202401//Persil//Advanced 23//A23 Locker Room//video//Trueview;20913572787;0;0;0;0
Bumper;Zott Protein Jan - Feb 2024 (YT) - Bumper - CPM;20911142532;0;0;0;0
Skippable in-stream;T03_000142_HR_NFL_MicellairCore_AW_Jan24_Mar24_fullf_OMD_PrerollInfluenceri;20906570341;0;0;0;0
Skippable in-stream;T03_000142_HR_NFL_MicellairCore_AW_Jan24_Mar24_fullf_OMD_Preroll;20906531959;0;0;0;0
Skippable in-stream;McDonald's HM Adopt Me Dec - Jan 2023 (YT) - Reach Mix 2.0 - CPM;20898297494;0;0;0;0
In-feed;McDonald's HM Adopt Me Dec - Jan 2023 (YT) - Reach Mix 2.0 - CPM;20898297494;0;0;0;0
Bumper;McDonald's HM Adopt Me Dec - Jan 2023 (YT) - Reach Mix 2.0 - CPM;20898297494;0;0;0;0
Shorts;McDonald's HM Adopt Me Dec - Jan 2023 (YT) - Reach Mix 2.0 - CPM;20898297494;0;0;0;0
Bumper;T03_000142_HR_NFL_MicellairCore_AW_Jan24_Mar24_fullf_OMD_Bumper;20896282956;0;0;0;0
Skippable in-stream;McDonald's Xmas December 2023 (YT) - Reach Mix 2.0 - CPM;20858767330;0;0;0;0
In-feed;McDonald's Xmas December 2023 (YT) - Reach Mix 2.0 - CPM;20858767330;0;0;0;0
Bumper;McDonald's Xmas December 2023 (YT) - Reach Mix 2.0 - CPM;20858767330;0;0;0;0
Bumper;T03_001210_HR_NFC_Cellular Concealer_AW_Dec23_Dec23_fullf_OMD_Bumper;20836409266;0;0;0;0
Skippable in-stream;T03_001210_HR_NFC_Cellular Concealer_CO_Dec23_Dec23_fullf_OMD_Influenceri;20826631800;0;0;0;0
In-feed;T03_001210_HR_NFC_Cellular Concealer_CO_Dec23_Dec23_fullf_OMD_Influenceri;20826631800;0;0;0;0
Shorts;T03_001210_HR_NFC_Cellular Concealer_CO_Dec23_Dec23_fullf_OMD_Influenceri;20826631800;0;0;0;0
Skippable in-stream;T03_001210_HR_NFC_Cellular Concealer_AW_Dec23_Dec23_fullf_OMD_Preroll;20826247884;0;0;0;0
Skippable in-stream;McDonald's Adventski Kalendar December 2023 (YT) - Reach Mix 2.0 - CPM;20818636791;0;0;0;0
In-feed;McDonald's Adventski Kalendar December 2023 (YT) - Reach Mix 2.0 - CPM;20818636791;0;0;0;0
Bumper;McDonald's Adventski Kalendar December 2023 (YT) - Reach Mix 2.0 - CPM;20818636791;0;0;0;0
Shorts;McDonald's Adventski Kalendar December 2023 (YT) - Reach Mix 2.0 - CPM;20818636791;0;0;0;0
Skippable in-stream;McDonald's Sirious Winter Nov - Dec 2023 (YT) - Reach Mix 2.0 - CPM;20814613572;0;0;0;0
In-feed;McDonald's Sirious Winter Nov - Dec 2023 (YT) - Reach Mix 2.0 - CPM;20814613572;0;0;0;0
Bumper;McDonald's Sirious Winter Nov - Dec 2023 (YT) - Reach Mix 2.0 - CPM;20814613572;0;0;0;0
Shorts;McDonald's Sirious Winter Nov - Dec 2023 (YT) - Reach Mix 2.0 - CPM;20814613572;0;0;0;0
Non-skippable in-stream;202311//Schauma 7herbs/Trueview;20799114871;0;0;0;0
Bumper;202311//Schauma 7herbs/Bumper;20795259485;0;0;0;0
Bumper;T03_001535_HR_NFL_Derma Skin Clear_AW_Nov23_Dec23_fullf_OMD_bumper;20794401047;0;0;0;0
Skippable in-stream;T03_001535_HR_NFL_Derma Skin Clear_AW_Nov23_Dec23_fullf_OMD_preroll;20794341320;0;0;0;0
Skippable in-stream;McDonald's Employer Image V Nov-Dec 2023 (DG) - CPC;20791055474;0;0;0;0
In-feed;McDonald's Employer Image V Nov-Dec 2023 (DG) - CPC;20791055474;0;0;0;0
Shorts;McDonald's Employer Image V Nov-Dec 2023 (DG) - CPC;20791055474;0;0;0;0
Skippable in-stream;McDonald's HM Pokemon Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20789168602;0;0;0;0
In-feed;McDonald's HM Pokemon Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20789168602;0;0;0;0
Bumper;McDonald's HM Pokemon Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20789168602;0;0;0;0
Shorts;McDonald's HM Pokemon Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20789168602;0;0;0;0
Skippable in-stream;T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Trueview_Influenceri;20781705757;0;0;0;0
In-feed;T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Trueview_Influenceri;20781705757;0;0;0;0
Shorts;T03_000161_HR_NFC_Cellular Expert Lift_AW_Oct23_Dec23_fullf_OMD_Trueview_Influenceri;20781705757;0;0;0;0
Non-skippable in-stream;202310//Persil//Persil Right to Clean Clothes Purpose Activation//Persil Right to Clean Clothes Purpose Activation2;20774610472;0;0;0;0
Skippable in-stream;McDonald's Mars Celebrations Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20774147672;0;0;0;0
In-feed;McDonald's Mars Celebrations Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20774147672;0;0;0;0
Bumper;McDonald's Mars Celebrations Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20774147672;0;0;0;0
Shorts;McDonald's Mars Celebrations Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20774147672;0;0;0;0
Skippable in-stream;McDonald's McDelivery IV Nov-Dec 2023 (YT) - Reach Mix 2.0 - CPM;20771880441;0;0;0;0
