Campaign;Campaign ID;Campaign type;Country/Territory (User location);Impr.;Clicks;Cost
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Nigeria;1;1;0.27
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Sweden;10;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Switzerland;28;3;3.5
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Denmark;1;0;0
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Sonicare8000S_RECMTPTB_GOO_BRD_Sonicare Prismatic_Awareness_25.6.-20.7.2025;22747183861;In-stream video;Slovenia;1,478,784;1,329;1973.37
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Norway;1;0;0
PMAX_OMD_RS-SR_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22524434296;Performance Max;Serbia;343,187;4,505;987.65
Hervis Poklon Kartice December 2025 - (DN) - CPM;23357588354;Display;Croatia;5,664,597;4,622;1533.87
VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22444782155;In-stream video;Serbia;4,067,378;7,492;2800.55
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Cyprus;72;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Iceland;4;0;0
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_15.10-15.12.2025.;23142979085;Performance Max;Serbia;430,462;19,621;1458.51
VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23172866092;In-stream video;Serbia;4,412,808;4,351;2098.29
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Malta;40;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Montenegro;215;35;5.35
DG_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22419376731;Demand Gen;Montenegro;3,622,634;119,929;1300.01
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Hong Kong;20;0;0
VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23034204641;In-stream video;Slovenia;1,332,811;944;2080.95
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Lithuania;36;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Qatar;1;0;0
PMAX_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448389351;Performance Max;Serbia;809,626;34,073;1404.31
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Israel;23;0;0
PMAX_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22445568686;Performance Max;Serbia;162,646;4,951;1047.64
VID_OMD_SI-SL_MCC_MCC_MCCUnd_MCCUndivided_NA_GOO_BRD_Avent_YT_7.11.-30.11.2025.;23237577080;In-stream video;Slovenia;760,483;762;1400.61
DIS_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_20.4.-30.6.;22429390030;Display;Montenegro;6,699,743;10,990;1199.83
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Bulgaria;330;11;4.2
Dr. Oetker Božićna kampanja Nov - Dec 2025 (YT) - TrueView for Reach;23304217610;In-stream video;Croatia;1,769,176;1,640;2209.21
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Portugal;52;1;2.69
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Reunion;1;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Germany;4;1;0.97
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Portugal;9;1;0.58
DG_OMD_ME-ME_GB_OG_OneBladeOther_OneBladeComm.Inn._NA_GOO_BRD_One Blade_1.10.-30.11.2025.;23070221480;Demand Gen;Montenegro;1,403,232;30,887;1099.99
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Denmark;21;0;0
DIS_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_GDN_1.11.-12.12.2025.;23200040769;Display;Slovenia;4,415,448;2,957;997.5
DG_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548317505;Demand Gen;Slovenia;1,003,294;28,090;1550.78
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_16.6.-20.8.2025.;22686031805;Demand Gen;Serbia;3,643,413;110,190;999.97
VID_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.4.-15.6.2025.;22452071881;In-stream video;Slovenia;1,820,318;1,380;2489.87
DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_DG_1.11.-31.12.2025.;23232232446;Demand Gen;Serbia;339,122;7,085;979.43
DIS_OMD_ME-ME_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23168284316;Display;Montenegro;4,933,773;5,945;763.75
DG_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23163083511;Demand Gen;Slovenia;152,701;1,995;602.14
VID_OMD_SI-SL_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22456853468;In-stream video;Slovenia;916,282;1,031;1400.35
PMAX_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23028088689;Performance Max;Serbia;440,280;8,849;1195.58
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;China;1;1;0.04
VID_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22548314541;In-stream video;Slovenia;1,800,544;2,000;2400.59
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Switzerland;4;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;United Arab Emirates;3;0;0
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130385398;Performance Max;Serbia;483,534;16,511;1194.86
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Mexico;2;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Uzbekistan;3;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Slovakia;7;3;0.82
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_OneBlade_15.10-15.12.2025.;23147384833;Demand Gen;Serbia;244,479;8,712;1457.03
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;United Arab Emirates;1;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Indonesia;1;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Germany;119;5;1.56
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_9.6.-30.7.;22651133247;Demand Gen;Serbia;4,156,626;130,708;1348.1
VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23237376398;In-stream video;Serbia;3,382,385;3,280;2001.97
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Malta;3;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;France;8;0;0
DIS_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_GDN_20.10.-31.12.2025.;23163170868;Display;Serbia;1,846,550;40,680;946.08
DG_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_DG_20.10.-31.12.2025.;23168364167;Demand Gen;Serbia;107,024;2,740;715.51
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Germany;20;1;0.01
DIS_OMD_SI-SL_GB_S_ShavingUnd_ShavingUndivided_NA_GOO_BRD_Shaving_GDN_14.11.-31.12.2025.;23283992777;Display;Slovenia;1,584,708;15,504;1047.75
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Czechia;3;0;0.01
Dr. Oetker Ristorante Feliciana Feb 2025 (YT) - Reach Mix - CPM;22200112980;In-stream video;Croatia;1,546,935;1,078;1077.22
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.5.-30.6.2025.;22558299544;In-stream video;Serbia;4,971,847;5,105;2301.47
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Bosnia and Herzegovina;23;10;2.9
PMAX_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAx_20.10.-31.12.2025.;23163083466;Performance Max;Slovenia;53,517;959;513.54
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23140032196;Demand Gen;Serbia;179,863;8,896;710.76
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Spain;11;0;0
DG_OMD_SI-SL_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23038253197;Demand Gen;Slovenia;500,110;9,031;1799.05
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Parents_1.5.-15.6.;22499210098;In-stream video;Serbia;1,487,411;1,806;1200.73
DIS_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22254797006;Display;Slovenia;7,724,745;1,827;1199.56
Dr. Oetker Easter Apr 2025 (YT) - CPV;22408653275;In-stream video;Croatia;1,072,186;2,383;2787.24
PMAX_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st shave_05.09.-15.10.;22986885344;Performance Max;Serbia;201,247;2,353;600.16
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Montenegro;3;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Croatia;184;14;2.41
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Estonia;9;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Bulgaria;12;2;0.17
VID_OMD_RS-SR_MCC_MCCUnd_MCCUnd_MCCUnd_NA_GOO_BRD_Vera_18.4.-15.6.2025.;22450383483;In-stream video;Serbia;3,230,411;7,615;2502.02
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;North Macedonia;2;0;0
VID_OMD_SI-SL_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_YT_20.10.-31.12.2025.;23168273492;In-stream video;Slovenia;1,599,538;799;1901.91
DG_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_SenseIQ_10.09.-30.10.2025;23028088734;Demand Gen;Serbia;1,553,915;48,218;1445.41
PMAX_OMD_SI-SL_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23140199437;Performance Max;Slovenia;196,846;4,242;1192.71
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Nigeria;208;10;2.5
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Poland;88;0;0
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Cyprus;6;0;0
VID_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_8.4.-30.6.2025.;22425754280;In-stream video;Serbia;3,028,904;1,625;1501.4
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Montenegro;7;2;0.83
DG_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22247614314;Demand Gen;Serbia;6,988,150;167,066;1949.89
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Poland;7;1;0.36
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Japan;12;0;0
PMAX_OMD_RS-SR_GB_BEA_IPLHairRemoval_IPLAcc.&Undivided_NA_GOO_BRD_Lumea_PMAX_20.10.-31.12.2025.;23172774658;Performance Max;Serbia;151,084;6,719;695.42
DG_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_15.04.-04.06..;22448324377;Demand Gen;Serbia;5,446,112;152,631;1750.12
Traffic_CPC_Croatia_GoogleAds_Hidra_NCP-Campaign-June-August-2025;22689317509;Display;Croatia;5,858,625;117,257;4534.11
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Luxembourg;10;0;0
VID_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514313036;In-stream video;Slovenia;1,603,485;1,048;1999.47
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Norway;11;1;0.57
VID_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade 16.6.-20.8.2025.;22679984082;In-stream video;Slovenia;1,185,904;751;1301.47
VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_YT_1.11.-31.12.2025.;23232282903;In-stream video;Slovenia;870,853;515;1001.66
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Kosovo;4;1;0.38
Dr. Oetker Doručkujmo zajedno Aug - Sep 2025 (DN) - CPC;22942585570;Display;Croatia;1,238,555;28,586;1424.94
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_Teens_1.5.-15.6.;22489149258;In-stream video;Serbia;1,471,248;1,770;1000.63
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Belgium;2;0;0
DG_OMD_SI-SL_OHC_ID_InterdentalUndiv_InterdentalUndiv_NA_GOO_BRD_PowerFlosser_05.05.-04.07.;22514311083;Demand Gen;Slovenia;1,584,015;40,733;2000.89
DG_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_One Blade_20.1.-7.4.;22149189739;Demand Gen;Serbia;6,579,143;193,238;1949.91
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO_Lumea;23099450520;Performance Max;Romania;4;0;0.02
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;France;7;0;0
VID_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22309555849;In-stream video;Serbia;2,052,665;2,567;1000.83
PMAX_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_17.02.-14.04.;22258179016;Performance Max;Serbia;1,228,953;11,567;1846.88
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Kosovo;84;13;1.63
VID_OMD_RS-SR_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_Intimate_W_10.10.-30.11.;23171314950;In-stream video;Serbia;2,751,719;2,051;1200.54
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;North Macedonia;7;2;1.71
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;United States;22;2;1.61
PMAX_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_PMAX_Parents_1.11.-12.12.2025.;23209534063;Performance Max;Slovenia;144,889;1,507;600.08
VID_OMD_RS-SR_GB_OG_GroomingUndiv_GroomingUndivided_NA_GOO_BRD_Multigroom_20.09.-10.11.2025.;23155285862;In-stream video;Serbia;2,641,981;3,847;2100.05
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Serbia;403,626;38,316;6152.55
VID_OMD_SI-SL_GB_OG_OneBladeOther_OneBladeComm.Inn._RECMANOB_GOO_BRD_1st Shave_YT_Parents_1.11.-12.12.2025.;23200213176;In-stream video;Slovenia;754,664;563;1500.91
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Egypt;1;0;0
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;United States;2;1;0.24
VID_OMD_RS-SR_OHC_PTB_PTBPremium_Prestige9900S_RECMTPTB_GOO_BRD_Sonicare_15.10.-24.12.2025;23130385353;In-stream video;Serbia;5,178,472;3,276;2102.37
VID_OMD_SI-SL_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Youtube_4.3.-15.4.2025.;22305823658;In-stream video;Slovenia;768,609;702;999.82
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Netherlands;13;0;0
DG_OMD_RS-SR_GB_BEA_HairCare_DryerCore_NA_GOO_BRD_Flame_4.3.-15.4.2025.;22305875906;Demand Gen;Serbia;5,557,056;154,457;1999.85
PMAX_OMD_RS-SR_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22857655199;Performance Max;Austria;10;1;0.06
DG_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_CRM_Newsletter;22599460230;Demand Gen;Slovenia;1,441,998;13,961;1249.4
VID_OMD_RS-SR_GB_BEA_HairCare_Straight&CurlerCore_NA_GOO_BRD_Curler_15.04.-15.06.2025;22439010633;In-stream video;Serbia;3,456,740;2,376;2100.56
PMAX_OMD_SI-SL_ALL_CrossBU_CrossProduct_CrossProduct_NA_GOO_BRD_Webshop_AO;22854651094;Performance Max;Saudi Arabia;88;6;2.99
202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//bumper;22339783192;In-stream video;Croatia;4,029,329;7,460;5001.35
202503//Taft Spray&Mousse//Taft_STY Aloe Boost B 25//Taft_STY Aloe Boost B 25//video//trueview;22339790134;In-stream video;Croatia;2,902,995;1,992;6001.38
Energycom New Creatives Jun - Jul 2025 - Performance Max;22646649812;Performance Max;Croatia;150,525;8,021;1403.59
202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Bumper;22131389199;In-stream video;Croatia;1,869,412;3,139;2434.08
202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Bumper;22540555902;In-stream video;Croatia;1,767,718;3,357;2576.79
202506//Weisser Riese//Re-imagine Scent_Deo Fresh//Laundry Monster//video//Trueview;22623626124;In-stream video;Croatia;6,352,423;5,352;14402.15
202505//Palette ICC//Palette ICC MoJ 2024//Palette ICC MoJ 2024//video//Trueview;22540518399;In-stream video;Croatia;1,767,804;3,053;3993.95
Energycom Jan - Feb 2025 (DN) - CPC;22153504697;Display;Croatia;6,353,279;84,878;5300.05
202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Trueview;22082603646;In-stream video;Croatia;1,111,621;844;2250.71
202501//Palette Deluxe//Palette DX INT MoJ 24//Palette DX INT MoJ 24//video//Trueview;22137629441;In-stream video;Croatia;1,994,714;2,358;4000.11
Energycom March 2025 (YT) - Reach Mix 2.0;22296132423;In-stream video;Croatia;3,025,135;2,833;2500.66
Energycom Jan - Dec 2026 - Performance Max;22153504496;Performance Max;Croatia;5,152,103;146,100;31949.25
202506//Weisser Riese//Re-imagine Scent_Deo Fresh//Laundry Monster//video//Bumper;22623704862;In-stream video;Croatia;7,431,954;13,180;11455.15
202501//Taft Spray&Mousse//Taft x Gliss LE 2024//Taft x Gliss LE 2024//video//Bumper;22088751497;In-stream video;Croatia;1,211,707;1,966;1500.57
BoxNow May - Jun 2025 (YT) - Reach Mix - CPM;22585304100;In-stream video;Croatia;4,663,494;4,999;4999.21
Energycom New Creatives Jun - Jul 2025 (DN) - CPC;22650248377;Display;Croatia;593,068;8,302;499.62
Porsche Macan SUV EL - Apr - Jul 2025 - (GDN) - CPC;22439026956;Display;Switzerland;375;1;0.29
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Netherlands;15;2;0.63
Porsche Pia Oct 2025 (DN) - CPC;23091799676;Display;Iceland;3;0;0
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Nigeria;2;0;0
Porsche Macan SUV EL - Apr - Jul 2025 - (GDN) - CPC;22439026956;Display;Germany;5,467;28;7.04
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;United Kingdom;8;0;0
Porsche Pia Oct 2025 (DG) - CPC;23086499715;Demand Gen;Croatia;5,759,833;118,062;4491.32
Ahmad Tea Nov 2025 (YT) - Reach Mix 2.0;23242582539;In-stream video;Croatia;4,235,479;2,435;4267.14
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Portugal;2;0;0
Porsche Macan SUV EL - Apr - Jul 2025 - (GDN) - CPC;22439026956;Display;Portugal;85;0;0
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Kosovo;1;0;0
Porsche Macan SUV EL - Apr - Jul 2025 - (GDN) - CPC;22439026956;Display;Poland;742;0;0
Porsche Pia Nov 2025 (GDN) - CPC;23228106658;Display;Croatia;2,669,474;46,933;3491.91
T03_001621_HR_EFC_EpigenticSerum_AW_Mar25_Apr25_fullf_OMD_DigGR_na;22309957333;In-stream video;Croatia;811,384;1,024;3139.83
Loacker Jan - Feb 2025 (YT) - Reach Mix 2.0 - CPM;22162051863;In-stream video;Croatia;2,483,635;1,439;1428.24
Loacker Apr - May 2025 (YT) - Reach Mix 2.0 - CPM;22457057426;In-stream video;Croatia;1,710,872;1,062;1428.46
Porsche Pia Oct 2025 (DN) - CPC;23091799676;Display;Norway;2;0;0
Porsche Pia Oct 2025 (DN) - CPC;23091799676;Display;Malta;1;0;0
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Czechia;3;0;0
Porsche Macan SUV EL - Apr - Jul 2025 - (GDN) - CPC;22439026956;Display;Lithuania;5;0;0
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Poland;2;0;0
Porsche Pia Oct 2025 (DN) - CPC;23091799676;Display;Poland;20;0;0
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Saudi Arabia;4;0;0
Porsche Macan SUV EL - Apr - Jul 2025 - (GDN) - CPC;22439026956;Display;France;713;2;0.43
Porsche Pia Oct 2025 (PMAX) - CPA;23086685202;Performance Max;Maldives;4;0;0
Porsche Pia Nov 2025 (DG) - CPC;23218773990;Demand Gen;Croatia;5,688,012;116,749;4500.46
